id,Calendar_age,Calendar_age_error,Reservoir_Min_Range_at_95.0%,Reservoir_Max_Range_at_95.0%,Mode,MidRange,Median
CH84-14,10543.0,161.0,-699.0,975.0,668.0,138.0,660.0
CH84-14,11050.0,144.0,-737.0,863.0,617.0,63.0,596.0
CH84-14,11540.5,157.0,-656.0,890.0,603.0,117.0,604.0
CH84-14,12052.5,180.0,-958.0,863.0,554.0,-48.0,562.0
CH84-14,13292.5,139.0,-802.0,1147.0,753.0,172.0,759.0
CH84-14,13828.0,163.0,-733.0,1249.0,854.0,258.0,859.0
CH84-14,14245.0,171.0,-764.0,789.0,425.0,12.0,443.0
CH84-14,14732.0,172.0,-728.0,857.0,604.0,64.0,599.0
CH84-14,15599.5,179.0,-636.0,1129.0,813.0,246.0,805.0
CH84-14,17765.0,226.0,-1157.0,1452.0,1043.0,148.0,1035.0
JF-FI-19PC,11080.0,200.0,-669.0,533.0,398.0,-68.0,354.0
JF-FI-19PC,12800.0,200.0,-75.0,1872.0,1294.0,898.0,1383.0
JF-FI-19PC,13760.0,200.0,-179.0,1125.0,845.0,473.0,776.0
JF-FI-19PC,13940.0,200.0,-71.0,1156.0,866.0,542.0,851.0
JF-FI-19PC,14250.0,200.0,-449.0,944.0,577.0,248.0,608.0
JF-FI-19PC,14310.0,200.0,-95.0,1129.0,799.0,517.0,825.0
JF-FI-19PC,14560.0,200.0,-126.0,1267.0,1048.0,570.0,1049.0
JF-FI-19PC,16460.0,200.0,-498.0,919.0,656.0,210.0,659.0
JF-FI-19PC,16910.0,200.0,-463.0,878.0,711.0,208.0,668.0
JF-FI-19PC,17590.0,200.0,-497.0,1077.0,767.0,290.0,776.0
JF-FI-19PC,18160.0,200.0,-916.0,854.0,673.0,-31.0,584.0
JF-FI-19PC,18730.0,200.0,-941.0,821.0,680.0,-60.0,478.0
JF-FI-19PC,19300.0,200.0,-982.0,629.0,337.0,-176.0,333.0
JF-FI-19PC,19870.0,200.0,-661.0,1024.0,787.0,182.0,739.0
JF-FI-19PC,20440.0,200.0,-384.0,1311.0,1061.0,464.0,989.0
JF-FI-19PC,21010.0,200.0,312.0,1852.0,1419.0,1082.0,1481.0
JF-FI-19PC,26070.0,200.0,-55.0,2307.0,1659.0,1126.0,1719.0
JF-FI-19PC,26330.0,200.0,-350.0,1733.0,1478.0,692.0,1387.0
JF-FI-19PC,26740.0,200.0,-722.0,1921.0,1540.0,600.0,1540.0
145-887,9270.0,376.0,-877.0,1413.0,1079.0,268.0,1025.0
145-887,12627.0,237.0,-458.0,1470.0,1432.0,506.0,1225.0
145-887,13296.0,100.0,305.0,1304.0,1156.0,804.0,1111.0
145-887,13828.0,174.0,260.0,1305.0,966.0,782.0,1009.0
145-887,16696.0,215.0,70.0,1476.0,1205.0,773.0,1228.0
145-887,18421.5,396.0,-767.0,2126.0,1443.0,680.0,1471.0
145-887,18885.5,396.0,-1409.0,1427.0,631.0,9.0,749.0
145-887,20120.0,241.0,-203.0,1647.0,1332.0,722.0,1321.0
MD02-2489,11773.0,90.0,327.0,1084.0,952.0,706.0,945.0
MD02-2489,12740.0,24.0,677.0,1228.0,1084.0,952.0,1085.0
MD02-2489,12993.0,70.0,234.0,1204.0,1071.0,719.0,1065.0
V34-98,5861.0,44.0,657.0,1275.0,1201.0,966.0,1190.0
Site_936,13832.0,91.0,271.0,1276.0,1022.0,774.0,1057.0
Site_936,19532.0,172.0,-98.0,1688.0,1336.0,795.0,1334.0
Site_936,24431.0,210.0,-340.0,1809.0,1393.0,734.0,1406.0
LV27-2-4,3395.0,18.0,799.0,1083.0,1016.0,941.0,1019.0
LV27-2-4,5889.0,13.0,858.0,1205.0,1165.0,1032.0,1155.0
LV27-2-4,9035.0,20.0,766.0,1089.0,985.0,928.0,995.0
LV27-2-4,11170.0,32.0,561.0,1154.0,1082.0,858.0,1064.0
LV27-2-4,14036.0,26.0,677.0,1157.0,1045.0,917.0,1046.0
MD07-3076,29090.0,200.0,-1130.0,923.0,674.0,-104.0,572.0
MD07-3076,32259.0,200.0,-993.0,534.0,163.0,-230.0,189.0
MD07-3076,32915.0,200.0,-1232.0,604.0,318.0,-314.0,295.0
MD07-3076,34508.0,200.0,-3333.0,975.0,68.0,-1179.0,84.0
MD07-3076,35382.0,200.0,-2620.0,907.0,184.0,-856.0,202.0
MD07-3076,36341.0,200.0,-3715.0,303.0,-543.0,-1706.0,-521.0
MD07-3076,36907.0,200.0,-3552.0,662.0,-136.0,-1445.0,-138.0
MD07-3076,37332.0,200.0,-4335.0,27.0,-794.0,-2154.0,-795.0
MD07-3076,38181.0,200.0,-4600.0,2030.0,769.0,-1285.0,768.0
MD07-3076,38322.0,200.0,-3158.0,705.0,-17.0,-1226.0,-18.0
MD07-3076,38747.0,200.0,-4413.0,3694.0,2154.0,-360.0,2152.0
MD07-3076,39713.0,200.0,-5593.0,2570.0,1004.0,-1512.0,1005.0
MD07-3076,40137.0,200.0,-5766.0,2888.0,1234.0,-1439.0,1233.0
MD07-3076,40654.0,200.0,-4769.0,1607.0,414.0,-1581.0,412.0
MD12-3396Cq,8205.0,237.0,-1153.0,866.0,423.0,-144.0,436.0
MD12-3396Cq,11924.0,292.0,-1081.0,1175.0,808.0,47.0,876.0
MD12-3396Cq,12902.0,362.0,-1322.0,1366.0,694.0,22.0,707.0
MD12-3396Cq,13423.0,325.0,-1181.0,1136.0,579.0,-22.0,520.0
MD12-3396Cq,14689.0,282.0,-724.0,1132.0,881.0,204.0,868.0
MD12-3396Cq,18352.0,307.0,-864.0,1975.0,1286.0,556.0,1378.0
MD12-3396Cq,27653.0,850.0,-4114.0,3765.0,1713.0,-174.0,2158.0
MD12-3396Cq,34093.0,500.0,-6983.0,4036.0,1967.0,-1474.0,1942.0
MD12-3396Cq,947.0,165.0,-405.0,1100.0,703.0,348.0,786.0
MD12-3396Cq,947.0,165.0,-405.0,1100.0,703.0,348.0,786.0
MD12-3396Cq,1825.0,230.0,-761.0,934.0,565.0,86.0,578.0
MD12-3396Cq,2306.0,301.0,-1157.0,945.0,386.0,-106.0,549.0
MD12-3396Cq,2958.0,217.0,-686.0,980.0,550.0,147.0,583.0
MD12-3396Cq,4159.0,281.0,-972.0,967.0,571.0,-2.0,605.0
MD12-3396Cq,5267.0,270.0,-1319.0,747.0,500.0,-286.0,421.0
MD12-3396Cq,6028.0,271.0,-1267.0,970.0,506.0,-148.0,543.0
MD12-3396Cq,7275.0,331.0,-1995.0,681.0,392.0,-657.0,216.0
MD12-3396Cq,7637.0,204.0,-930.0,1066.0,503.0,68.0,620.0
MD12-3396Cq,7933.0,205.0,-1075.0,762.0,471.0,-156.0,373.0
MD12-3396Cq,8270.0,255.0,-1215.0,928.0,513.0,-144.0,470.0
MD12-3396Cq,8975.0,292.0,-1357.0,771.0,500.0,-293.0,406.0
MD12-3396Cq,9405.0,340.0,-1293.0,1143.0,807.0,-75.0,693.0
MD12-3396Cq,10254.0,422.0,-1147.0,1537.0,1255.0,195.0,1009.0
MD12-3396Cq,11114.0,291.0,-779.0,1199.0,966.0,210.0,872.0
MD12-3396Cq,11483.0,253.0,-567.0,1325.0,891.0,379.0,910.0
MD12-3396Cq,11750.0,254.0,-562.0,1401.0,1148.0,420.0,1119.0
MD12-3396Cq,11780.0,257.0,-706.0,1264.0,1019.0,279.0,986.0
MD12-3396Cq,12084.0,330.0,-1494.0,1094.0,729.0,-200.0,754.0
MD12-3396Cq,13005.0,337.0,-1268.0,1423.0,807.0,78.0,742.0
MD12-3396Cq,13706.0,294.0,-786.0,1077.0,598.0,146.0,566.0
MD12-3396Cq,14206.0,303.0,-983.0,1025.0,484.0,21.0,557.0
MD12-3396Cq,14299.0,281.0,-1063.0,897.0,432.0,-83.0,472.0
MD12-3396Cq,14299.0,281.0,-1063.0,897.0,432.0,-83.0,472.0
MD12-3396Cq,14603.0,277.0,-934.0,970.0,678.0,18.0,675.0
MD12-3396Cq,14603.0,277.0,-934.0,970.0,678.0,18.0,675.0
MD12-3396Cq,14906.0,307.0,-941.0,1170.0,909.0,114.0,860.0
MD12-3396Cq,15805.0,488.0,-1529.0,1832.0,1182.0,152.0,1211.0
MD12-3396Cq,17652.0,458.0,-1983.0,1668.0,1027.0,-158.0,1036.0
MD12-3396Cq,18034.0,353.0,-1105.0,2027.0,1640.0,461.0,1534.0
MD12-3396Cq,18455.0,308.0,-1530.0,1572.0,911.0,21.0,935.0
MD12-3396Cq,18642.0,330.0,-789.0,2336.0,1787.0,774.0,1703.0
MD12-3396Cq,19594.0,713.0,-2729.0,2715.0,1421.0,-7.0,1547.0
MD12-3396Cq,19594.0,713.0,-2729.0,2715.0,1421.0,-7.0,1547.0
MD12-3396Cq,21381.0,919.0,-4593.0,2419.0,1153.0,-1087.0,1165.0
MD12-3396Cq,22381.0,1041.0,-5286.0,2849.0,2057.0,-1218.0,1410.0
MD12-3396Cq,25465.0,959.0,-5711.0,2860.0,1752.0,-1426.0,1437.0
MD12-3396Cq,25906.0,842.0,-4554.0,3229.0,1412.0,-662.0,1767.0
MD12-3396Cq,26003.0,887.0,-6338.0,1909.0,59.0,-2214.0,391.0
MD04-2829CQ,18484.96095,200.0,-399.42857000000004,1851.57143,1408.57143,726.0,1412.57143
MD04-2829CQ,19380.58774,200.0,-477.09375,1498.90625,1173.90625,511.0,1142.90625
MD04-2829CQ,20297.81212,200.0,-539.5,1494.5,1154.5,478.0,1133.5
MD04-2829CQ,20921.08944,200.0,-211.5,1665.5,1222.5,727.0,1264.5
MD04-2829CQ,22986.89602,200.0,-441.3846200000007,1767.6153799999993,1161.6153799999993,663.0,1310.6153799999993
MD04-2829CQ,23400.46384,200.0,-550.6666699999987,1571.3333300000013,1219.3333300000013,510.0,1220.3333300000013
MD04-2829CQ,25172.45686,200.0,-605.75,1803.25,1420.25,599.0,1407.25
MD04-2829CQ,27921.50549,200.0,-835.0,1430.0,722.0,298.0,805.0
MD04-2829CQ,28981.67621,200.0,-598.6521700000012,1746.3478299999988,1339.3478299999988,574.0,1310.3478299999988
gh02-1030,10166.0,61.0,302.0,1014.0,931.0,658.0,893.0
gh02-1030,10650.0,87.0,189.0,980.0,818.0,584.0,815.0
gh02-1030,11068.5,78.0,111.0,1033.0,907.0,572.0,898.0
gh02-1030,11288.0,71.0,206.0,1009.0,754.0,608.0,777.0
gh02-1030,11721.0,100.0,203.0,980.0,855.0,592.0,846.0
gh02-1030,13882.0,104.0,52.0,1103.0,872.0,578.0,885.0
gh02-1030,14272.0,97.0,306.0,1097.0,934.0,702.0,935.0
gh02-1030,14432.0,121.0,18.0,808.0,655.0,413.0,657.0
gh02-1030,14913.0,65.0,388.0,1070.0,952.0,729.0,948.0
gh02-1030,16867.0,243.0,-341.0,1471.0,1253.0,565.0,1223.0
gh02-1030,16976.0,78.0,190.0,1251.0,1091.0,720.0,1073.0
gh02-1030,17124.0,66.0,297.0,1204.0,1008.0,750.0,1022.0
gh02-1030,18517.0,87.0,293.0,1363.0,1215.0,828.0,1208.0
gh02-1030,20100.0,102.0,239.0,1328.0,1153.0,784.0,1150.0
gh02-1030,21762.0,204.0,-721.0,1606.0,1262.0,442.0,1249.0
BO04-PC11,2731.0,39.0,102.0,744.0,656.0,423.0,608.0
BO04-PC11,8690.0,62.0,48.0,637.0,510.0,342.0,515.0
BO04-PC11,13360.0,62.0,-108.0,788.0,614.0,340.0,625.0
BO04-PC11,18482.0,78.0,645.0,1617.0,1459.0,1131.0,1462.0
BO04-PC11,19071.0,97.0,454.0,1599.0,1399.0,1026.0,1393.0
AII125-8-55,2729.0,31.0,401.0,974.0,876.0,688.0,854.0
AII125-8-55,4343.0,50.0,357.0,898.0,821.0,628.0,817.0
AII125-8-55,5463.0,54.0,316.0,1012.0,906.0,664.0,893.0
AII125-8-56,5483.0,63.0,206.0,1039.0,890.0,622.0,893.0
AII125-8-56,9540.0,79.0,72.0,1040.0,669.0,556.0,770.0
AII125-8-56,10035.0,101.0,-57.0,963.0,820.0,453.0,815.0
AII125-8-56,10579.0,126.0,-168.0,971.0,760.0,402.0,759.0
AII125-8-56,11753.0,120.0,70.0,986.0,831.0,528.0,819.0
AII125-8-56,12539.0,92.0,-82.0,1198.0,986.0,558.0,989.0
AII125-8-56,13393.0,85.0,-46.0,1074.0,873.0,514.0,870.0
AII125-8-56,14864.0,146.0,-135.0,1106.0,907.0,486.0,898.0
AII125-8-56,15245.0,128.0,-118.0,1145.0,898.0,514.0,900.0
AII125-8-56,16408.0,131.0,-61.0,1218.0,978.0,578.0,982.0
AII125-8-56,16786.0,121.0,-56.0,1249.0,1047.0,596.0,1045.0
B34-91,19457.0,101.0,170.0,1297.0,1131.0,734.0,1101.0
Nesmeyanov25-1-GGC15,19733.0,99.0,445.0,1467.0,1283.0,956.0,1282.0
Nesmeyanov25-1-GGC18,18163.0,144.0,-40.0,1727.0,1511.0,844.0,1428.0
Nesmeyanov25-1-GGC20,19367.0,119.0,223.0,1534.0,1333.0,878.0,1320.0
Nesmeyanov25-1-GGC27,18695.0,223.0,-765.0,1869.0,1439.0,552.0,1377.0
KNR140-26GGC,19185.0,118.0,-383.0,977.0,725.0,297.0,736.0
KNR140-43GGC,21250.0,140.0,-215.0,971.0,778.0,378.0,765.0
KNR140-50GGC,12578.0,45.0,-21.0,793.0,693.0,386.0,683.0
KNR140-51GGC,12694.0,51.0,-79.0,857.0,720.0,389.0,690.0
KNR140-66GGC,12923.0,57.0,-53.0,701.0,577.0,324.0,582.0
KNR140-01JPC,12869.0,71.0,-209.0,761.0,569.0,276.0,575.0
KNR140-12JPC,12290.0,87.0,-220.0,669.0,567.0,224.0,565.0
KNR140-12JPC,18208.0,84.0,-82.0,1112.0,974.0,515.0,877.0
KNR140-22JPC,18161.0,106.0,-249.0,1127.0,955.0,439.0,897.0
KNR140-02JPC,12365.0,193.0,-1261.0,926.0,645.0,-168.0,630.0
HU89038-8PC,17079.0,69.0,-13.0,926.0,703.0,456.0,730.0
HU89038-8PC,19247.0,110.0,-300.0,954.0,736.0,327.0,742.0
OCE326-GGC5,17025.0,75.0,-53.0,937.0,788.0,442.0,758.0
64-480,19617.0,159.0,-602.0,1070.0,679.0,234.0,717.0
KNR73-3PC,3290.0,22.0,234.0,531.0,484.0,382.0,483.0
KNR73-3PC,6909.0,30.0,241.0,631.0,566.0,436.0,565.0
KNR73-3PC,17001.0,96.0,-198.5,960.5,794.5,381.0,761.5
KNR73-3PC,25752.0,186.0,-1309.0,1456.0,1061.0,74.0,990.0
KNR73-3PC,28878.0,269.0,-1856.0,1507.0,889.0,-174.0,881.0
KNR73-4PC,5323.0,21.0,309.0,651.0,475.0,480.0,520.0
KNR73-4PC,6753.0,32.0,252.5,633.5,548.5,443.0,552.5
KNR73-4PC,13332.0,49.0,-58.0,681.0,519.0,312.0,541.0
KNR73-4PC,18019.0,77.0,-181.0,1020.0,860.0,420.0,860.0
KNR73-4PC,24029.0,150.0,-577.0,1177.0,797.0,300.0,798.0
KNR73-4PC,26781.0,142.0,-651.0,1212.0,952.0,280.0,945.0
KNR73-6PG,19189.0,85.0,-114.0,905.0,714.0,396.0,727.0
ME0005-24JC,17721.0,98.0,-186.0,960.0,822.0,387.0,812.0
ME0005-24JC,21327.0,144.0,-252.0,985.0,801.0,366.0,769.0
PLDS-007G,16272.0,91.0,-95.0,822.0,658.0,364.0,653.0
PLDS-007G,18932.0,129.0,-529.0,1109.0,713.0,290.0,745.0
PLDS-007G,20436.0,141.0,-559.0,1063.0,788.0,252.0,765.0
RNDB-PC11,13963.0,66.0,399.0,1170.0,1064.0,784.0,1055.0
RNDB-PC13,10714.0,64.0,513.0,1092.0,987.0,802.0,972.0
RNDB-PC13,13846.0,89.0,227.0,1222.0,979.0,724.0,1005.0
RNDB-PC13,13902.0,61.0,449.0,1138.0,1016.0,794.0,1017.0
S67-FFC15,13329.0,203.0,-1391.0,1042.0,530.0,-174.0,537.0
S67-FFC15,25185.0,228.0,-1563.0,1389.0,898.0,-87.0,903.0
VNTR01-10GC,16303.0,70.0,38.0,795.0,656.0,416.0,654.0
VNTR01-10GC,25617.0,88.0,-452.0,1214.0,1027.0,381.0,1006.0
KNR140-39GGC,1364.0,39.0,88.0,605.0,493.0,346.0,489.0
KNR140-39GGC,6907.0,49.0,101.0,662.0,570.0,382.0,566.0
KNR140-39GGC,12696.0,35.0,55.0,816.0,711.0,436.0,693.0
KNR140-39GGC,19487.0,94.0,-105.0,968.0,804.0,432.0,769.0
KNR140-37JPC,18209.0,94.0,-115.0,1122.0,979.0,504.0,872.0
KNR140-37JPC,21121.0,120.0,-252.0,950.0,716.0,349.0,724.0
KNR140-37JPC,24537.0,155.0,-508.0,1106.0,836.0,299.0,832.0
KNR140-37JPC,27272.5,215.0,-1710.0,1587.0,827.0,-62.0,913.0
KNR140-12JPC,17252.0,94.0,-102.0,952.0,786.0,425.0,774.0
KNR140-12JPC,18964.5,142.0,-644.0,1120.0,709.0,238.0,735.0
KNR178-2GC,19431.0,69.0,-26.0,926.0,794.0,450.0,782.0
KNR178-2GC,20239.0,81.0,-76.0,936.0,771.0,430.0,769.0
KNR178-2GC,20352.0,65.0,35.0,926.0,782.0,480.0,779.0
KNR178-2GC,21256.0,95.0,-46.0,915.0,776.0,434.0,769.0
KNR197-10-CDH42,17717.0,125.0,-449.0,998.0,817.0,274.0,807.0
KNR197-10-CDH42,18319.0,90.0,-52.0,1090.0,651.0,519.0,707.0
KNR197-10-CDH42,19551.0,127.0,-317.0,1019.0,685.0,351.0,730.0
KNR197-10-CDH42,19934.0,81.0,30.0,926.0,722.0,478.0,736.0
KNR197-10-CDH42,21407.0,217.0,-1078.0,1113.0,756.0,18.0,759.0
KNR197-10-GGC17,14915.0,85.0,-159.0,738.0,577.0,290.0,575.0
KNR197-10-GGC17,20460.0,43.0,202.0,901.0,787.0,552.0,778.0
KNR31GPC5,12421.5,375.0,-2774.0,1272.0,713.0,-751.0,646.0
OCE326-GGC14,13844.0,90.0,-325.0,675.0,429.0,175.0,456.0
OCE326-GGC14,14106.0,89.0,-226.0,665.0,396.0,220.0,432.0
OCE326-GGC14,14257.0,98.0,-129.0,573.0,425.0,222.0,423.0
OCE326-GGC14,15557.0,101.0,-200.0,789.0,621.0,294.0,614.0
146-893A,1007.0,60.0,98.0,900.0,729.0,499.0,735.0
146-893A,1721.0,86.0,-53.0,876.0,691.0,412.0,698.0
146-893A,2988.0,89.0,-62.0,850.0,680.0,394.0,684.0
146-893A,4577.0,73.0,115.0,841.0,693.0,478.0,703.0
146-893A,6197.0,77.0,22.0,982.0,838.0,502.0,824.0
146-893A,8294.0,99.0,-250.0,981.0,781.0,366.0,765.0
146-893A,9362.0,184.0,-839.0,1086.0,791.0,124.0,746.0
146-893A,10647.0,130.0,-295.0,883.0,658.0,294.0,656.0
146-893A,10855.0,126.0,-339.0,849.0,638.0,255.0,646.0
146-893A,10925.0,101.0,-162.0,815.0,674.0,326.0,674.0
146-893A,12913.0,230.0,-1615.0,1444.0,792.0,-86.0,815.0
146-893A,13430.0,74.0,-36.0,954.0,796.0,459.0,780.0
146-893A,14331.0,265.0,-978.0,1073.0,626.0,48.0,652.0
146-893A,16412.0,170.0,-448.0,1189.0,886.0,370.0,890.0
146-893A,17099.0,291.0,-1465.0,1494.0,983.0,14.0,969.0
146-893A,17725.0,172.0,-560.0,1327.0,1053.0,384.0,1044.0
146-893A,18917.0,212.0,-948.0,1536.0,921.0,294.0,977.0
146-893A,19607.0,176.0,-520.0,1323.0,908.0,402.0,949.0
146-893A,28647.0,270.0,-1605.0,1708.0,1173.0,52.0,1133.0
DAPC2,3672.0,200.0,-801.0,633.0,301.0,-84.0,311.0
DAPC2,9238.0,200.0,-1047.0,636.0,337.0,-206.0,331.0
DAPC2,11833.17099,200.0,-624.0,882.0,669.0,129.0,648.0
DAPC2,12760.90992,200.0,-1167.0,1018.0,405.0,-74.0,550.0
DAPC2,15379.19292,200.0,-869.0,862.0,524.0,-4.0,532.0
DAPC2,16004.95015,200.0,-252.0,1385.0,1082.0,566.0,1084.0
DAPC2,16148.09016,200.0,147.0,1781.0,1495.0,964.0,1487.0
DAPC2,16410.39673,200.0,385.0,2023.0,1721.0,1204.0,1730.0
DAPC2,16562.53209,200.0,216.0,2005.0,1684.0,1110.0,1692.0
DAPC2,16996.02111,200.0,-219.0,1794.0,1443.0,788.0,1421.0
DAPC2,17155.16235,200.0,-198.0,1815.0,1437.0,808.0,1446.0
DAPC2,18037.76161,200.0,-71.0,2043.0,1752.0,986.0,1719.0
DAPC2,19532.75967,200.0,-434.0,1477.0,1087.0,522.0,1113.0
DAPC2,20177.08224,200.0,-411.0,1514.0,1188.0,552.0,1179.0
DAPC2,22424.33543,200.0,-559.0,1665.0,1065.0,553.0,1196.0
DAPC2,22974.25421,200.0,-535.0,1671.0,1410.0,568.0,1226.0
DAPC2,23320.09804,200.0,-799.0,1466.0,1041.0,334.0,1050.0
DAPC2,23929.50001,200.0,-381.0,2071.0,1419.0,845.0,1476.0
DAPC2,25015.09809,200.0,-1079.0,1527.0,1149.0,224.0,1123.0
DAPC2,25646.69853,200.0,-78.0,2844.0,2442.0,1383.0,2391.0
DAPC2,26270.51349,200.0,-268.0,2398.0,1923.0,1065.0,1891.0
MV99-GC38,11460.0,25.0,1105.0,1500.0,1431.0,1302.0,1430.0
MV99-GC38,11550.0,25.0,986.0,1378.0,1308.0,1182.0,1307.0
MV99-GC38,11700.0,30.0,1459.0,1902.0,1828.0,1680.0,1826.0
MV99-GC38,12570.0,326.0,-737.0,1573.0,1501.0,418.0,1336.0
MV99-GC38,13620.0,175.0,337.0,1566.0,1204.0,952.0,1241.0
MV99-GC38,13910.0,95.0,401.0,1233.0,1058.0,817.0,1059.0
MV99-GC38,14380.0,75.0,903.0,1431.0,1321.0,1167.0,1325.0
MV99-GC38,14490.0,116.5,971.0,1571.0,1477.0,1271.0,1475.0
MV99-GC38,14580.0,105.0,813.0,1406.0,1311.0,1110.0,1313.0
MV99-GC38,14700.0,50.0,989.0,1523.0,1387.0,1256.0,1405.0
MV99-GC38,15550.0,365.0,-93.0,2079.0,1708.0,993.0,1639.0
MV99-GC38,16640.0,350.0,-493.0,1739.0,1278.0,623.0,1335.0
MV99-GC38,17100.0,205.0,-100.0,1504.0,1152.0,702.0,1211.0
MV99-GC38,18190.0,310.0,-1076.0,1278.0,1032.0,101.0,885.0
MV99-GC38,18940.0,280.0,-1122.0,1082.0,438.0,-20.0,501.0
MV99-GC38,19940.0,316.0,-725.0,1354.0,1041.0,314.0,890.0
MV99-GC38,20760.0,265.0,-374.0,1480.0,1130.0,553.0,1085.0
MV99-GC38,22250.0,375.0,-1271.0,1646.0,684.0,188.0,1135.0
MV99-GC38,24550.0,515.0,-2469.0,1602.0,827.0,-434.0,766.0
MV99-GC38,31150.0,225.5,-3134.0,47.0,-1039.0,-1544.0,-755.0
MV99-MC17/GC32/PC10,12430.0,210.0,761.0,2532.0,2445.0,1646.0,2396.0
MV99-MC17/GC32/PC10,13200.0,385.0,-151.0,2502.0,1994.0,1176.0,1689.0
MV99-MC17/GC32/PC10,13440.0,115.0,354.0,1468.0,1284.0,911.0,1249.0
MV99-MC17/GC32/PC10,13630.0,85.0,617.0,1431.0,1222.0,1024.0,1247.0
MV99-MC17/GC32/PC10,13810.0,70.0,558.0,1265.0,1033.0,912.0,1079.0
MV99-MC17/GC32/PC10,13940.0,109.5,653.0,1559.0,1391.0,1106.0,1381.0
MV99-MC17/GC32/PC10,14100.0,50.0,565.0,1292.0,1101.0,928.0,1118.0
MV99-MC17/GC32/PC10,14260.0,55.0,474.0,1172.0,1055.0,823.0,1052.0
MV99-MC17/GC32/PC10,14430.0,130.5,334.0,1006.0,878.0,670.0,882.0
MV99-MC17/GC32/PC10,14600.0,166.5,-66.0,835.0,719.0,384.0,720.0
MV99-MC17/GC32/PC10,14860.0,149.0,973.0,1989.0,1840.0,1481.0,1832.0
MV99-MC17/GC32/PC10,16430.0,1061.0,-5423.0,1155.0,-196.0,-2134.0,-51.0
MV99-MC17/GC32/PC10,17230.0,1569.0,-6354.0,4016.0,2065.0,-1169.0,2155.0
MV99-MC17/GC32/PC10,17920.0,1746.0,-7287.0,4362.0,2732.0,-1462.0,2261.0
MV99-MC17/GC32/PC10,18710.0,1240.0,-7146.0,1322.0,-33.0,-2912.0,-458.0
MV99-MC17/GC32/PC10,19480.0,745.0,-3560.0,1671.0,345.0,-944.0,521.0
MV99-MC17/GC32/PC10,20250.0,298.0,-902.0,1080.0,733.0,89.0,692.0
MV99-MC17/GC32/PC10,22300.0,800.0,-3486.0,2124.0,811.0,-681.0,1135.0
MV99-MC17/GC32/PC10,25680.0,1533.0,-8402.0,3535.0,541.0,-2434.0,1221.0
MV99-MC17/GC32/PC10,11950.0,115.0,1422.0,2130.0,1938.0,1776.0,1967.0
W8709A-13,8158.0,110.0,18.0,1046.0,895.0,532.0,852.0
W8709A-13,8680.0,103.0,77.0,978.0,758.0,528.0,778.0
W8709A-13,9016.5,100.0,-6.0,975.0,724.0,484.0,794.0
W8709A-13,9565.5,98.0,3.0,1089.0,703.0,546.0,770.0
W8709A-13,9837.0,102.0,-28.0,917.0,773.0,444.0,769.0
W8709A-13,10365.0,117.0,-98.0,995.0,719.0,448.0,726.0
W8709A-13,11288.0,122.0,-59.0,1028.0,656.0,484.0,708.0
W8709A-13,11751.5,84.0,380.0,994.0,897.0,687.0,885.0
W8709A-13,11913.0,127.0,189.0,916.0,764.0,552.0,749.0
W8709A-13,12619.0,130.0,-126.0,1253.0,1067.0,564.0,1043.0
W8709A-13,13043.0,73.0,211.0,1060.0,977.0,636.0,953.0
W8709A-13,13510.0,105.0,-5.0,1073.0,827.0,534.0,849.0
W8709A-13,14260.0,131.0,252.0,959.0,759.0,606.0,752.0
W8709A-13,15348.0,116.0,224.0,1080.0,881.0,652.0,903.0
W8709A-13,15659.0,107.0,304.0,1113.0,951.0,708.0,950.0
W8709A-13,16280.0,70.0,450.0,1108.0,994.0,779.0,988.0
W8709A-13,16536.0,56.0,541.0,1116.0,1014.0,828.0,1011.0
W8709A-13,16782.0,79.0,327.0,1130.0,1017.0,728.0,1017.0
W8709A-13,17205.0,111.0,396.0,1289.0,1108.0,842.0,1107.0
W8709A-13,17532.5,76.0,499.0,1189.0,1050.0,844.0,1055.0
W8709A-13,17745.0,168.0,23.0,1254.0,1150.0,638.0,1118.0
W8709A-13,20368.0,283.0,-393.0,1463.0,1149.0,535.0,1098.0
W8709A-13,22355.5,230.0,-351.0,1633.0,1355.0,641.0,1216.0
KNR159-5-78GGC,640.0,10.0,334.0,649.0,607.0,492.0,603.0
KNR159-5-78GGC,6012.0,24.0,296.0,611.0,496.0,454.0,512.0
KNR159-5-78GGC,7808.0,22.0,253.0,611.0,552.0,432.0,552.0
KNR159-5-78GGC,9312.0,31.0,167.0,577.0,483.0,372.0,488.0
KNR159-5-78GGC,11364.0,38.0,130.0,483.0,425.0,306.0,417.0
KNR159-5-78GGC,13869.0,49.0,10.0,562.0,442.0,286.0,445.0
KNR159-5-78GGC,14141.0,53.0,-65.0,558.0,421.0,246.0,427.0
KNR159-5-78GGC,15336.0,55.0,90.0,694.0,565.0,392.0,571.0
KNR159-5-78GGC,15801.0,50.0,156.0,717.0,605.0,436.0,606.0
KNR159-5-78GGC,16189.0,66.0,47.0,777.0,656.0,412.0,652.0
KNR159-5-78GGC,17267.0,74.0,22.0,924.0,796.0,473.0,783.0
KNR159-5-78GGC,17367.0,96.0,-8.0,976.0,808.0,484.0,756.0
KNR159-5-78GGC,17808.0,61.0,219.0,970.0,843.0,594.0,831.0
KNR159-5-78GGC,18184.0,67.0,-75.0,1092.0,952.0,508.0,903.0
KNR159-5-78GGC,18676.0,50.0,103.0,1061.0,824.0,582.0,847.0
