id,UncalibratedMinRange_at_95.0%,UncalibratedMaxRange_at_95.0%,Mode,MidRange,Median
MD12-3396Cq,1660.0,3090.0,2897.0,2375.0,2853.0
MD12-3396Cq,2384.0,4127.0,3886.0,3256.0,3794.0
MD12-3396Cq,3327.0,4995.0,4488.0,4161.0,4525.0
MD12-3396Cq,3845.0,5705.0,5312.0,4775.0,5287.0
MD12-3396Cq,4485.0,6999.0,6183.0,5742.0,6373.0
MD12-3396Cq,5570.0,7167.0,6927.0,6368.0,6796.0
MD12-3396Cq,5798.0,7456.0,7300.0,6627.0,7103.0
MD12-3396Cq,5853.0,7923.0,7441.0,6888.0,7449.0
MD12-3396Cq,6190.0,8422.0,7971.0,7306.0,8018.0
MD12-3396Cq,6362.0,8879.0,8699.0,7620.0,8363.0
MD12-3396Cq,6841.0,9606.0,8888.0,8224.0,9167.0
MD12-3396Cq,8206.0,10060.0,9589.0,9133.0,9652.0
MD12-3396Cq,8759.0,10225.0,10032.0,9492.0,10021.0
MD12-3396Cq,8981.0,10368.0,10039.0,9674.0,10117.0
MD12-3396Cq,9028.0,10377.0,10040.0,9702.0,10136.0
MD12-3396Cq,8782.0,10587.0,10367.0,9684.0,10337.0
MD12-3396Cq,9450.0,11742.0,11050.0,10596.0,11060.0
MD12-3396Cq,10201.0,12295.0,11829.0,11248.0,11843.0
MD12-3396Cq,10268.0,12478.0,12402.0,11373.0,12298.0
MD12-3396Cq,10472.0,12491.0,12403.0,11482.0,12348.0
MD12-3396Cq,10472.0,12491.0,12403.0,11482.0,12348.0
MD12-3396Cq,10959.0,12641.0,12411.0,11800.0,12430.0
MD12-3396Cq,10959.0,12641.0,12411.0,11800.0,12430.0
MD12-3396Cq,10998.0,12913.0,12480.0,11956.0,12522.0
MD12-3396Cq,10901.0,13747.0,13243.0,12324.0,13194.0
MD12-3396Cq,12402.0,15201.0,14462.0,13802.0,14472.0
MD12-3396Cq,13121.0,15287.0,14700.0,14204.0,14702.0
MD12-3396Cq,13588.0,15738.0,15216.0,14663.0,15183.0
MD12-3396Cq,13634.0,15937.0,15219.0,14786.0,15291.0
MD12-3396Cq,12725.0,17219.0,16367.0,14972.0,16326.0
MD12-3396Cq,12725.0,17219.0,16367.0,14972.0,16326.0
MD12-3396Cq,13108.0,19081.0,17811.0,16094.0,17744.0
MD12-3396Cq,13299.0,20181.0,18781.0,16740.0,18659.0
MD12-3396Cq,16204.0,22741.0,21116.0,19472.0,21166.0
MD12-3396Cq,17124.0,23200.0,21977.0,20162.0,21836.0
MD12-3396Cq,16993.0,23322.0,21978.0,20158.0,21934.0
MD04-2829CQ,13940.0,15520.0,15217.0,14730.0,15191.0
MD04-2829CQ,14618.0,16387.0,15994.0,15502.0,16029.0
MD04-2829CQ,15701.0,17120.0,16735.0,16410.0,16778.0
MD04-2829CQ,16173.0,17596.0,17531.0,16884.0,17368.0
MD04-2829CQ,17714.0,19418.0,18802.0,18566.0,19096.0
MD04-2829CQ,18089.0,19650.0,19399.0,18870.0,19443.0
MD04-2829CQ,19733.0,21167.0,21096.0,20450.0,20872.0
MD04-2829CQ,22011.0,24128.0,24001.0,23070.0,23917.0
MD04-2829CQ,23296.0,25237.0,24703.0,24266.0,24720.0
gh02-1030,8667.0,9172.0,8901.0,8920.0,8937.0
gh02-1030,8812.0,9569.0,9422.0,9190.0,9422.0
gh02-1030,9282.0,9752.0,9561.0,9517.0,9608.0
gh02-1030,9396.0,10016.0,9940.0,9706.0,9923.0
gh02-1030,9557.0,10222.0,10083.0,9890.0,10098.0
gh02-1030,11272.0,12145.0,12025.0,11708.0,12021.0
gh02-1030,11691.0,12425.0,12315.0,12058.0,12330.0
gh02-1030,11699.0,12482.0,12405.0,12090.0,12403.0
gh02-1030,12081.0,12626.0,12514.0,12354.0,12519.0
gh02-1030,12742.0,14201.0,13835.0,13472.0,13860.0
gh02-1030,13488.0,14126.0,13901.0,13807.0,13926.0
gh02-1030,13629.0,14215.0,14143.0,13922.0,14123.0
gh02-1030,14486.0,15309.0,15135.0,14898.0,15169.0
gh02-1030,15973.0,16768.0,16616.0,16370.0,16627.0
gh02-1030,16884.0,18158.0,17819.0,17521.0,17861.0
BO04-PC11,2367.0,2732.0,2571.0,2550.0,2569.0
BO04-PC11,7381.0,7978.0,7925.0,7680.0,7916.0
BO04-PC11,10944.0,11593.0,11513.0,11268.0,11501.0
BO04-PC11,14485.0,15285.0,15214.0,14885.0,15178.0
BO04-PC11,14862.0,15973.0,15797.0,15418.0,15810.0
AII125-8-55,2367.0,2711.0,2571.0,2539.0,2565.0
AII125-8-55,3601.0,3986.0,3889.0,3794.0,3890.0
AII125-8-55,4380.0,4806.0,4678.0,4593.0,4709.0
AII125-8-56,4376.0,4840.0,4768.0,4608.0,4745.0
AII125-8-56,8035.0,8733.0,8693.0,8384.0,8595.0
AII125-8-56,8287.0,9011.0,8888.0,8649.0,8887.0
AII125-8-56,8689.0,9560.0,9416.0,9124.0,9368.0
AII125-8-56,9454.0,10270.0,10090.0,9862.0,10116.0
AII125-8-56,10200.0,10646.0,10479.0,10423.0,10501.0
AII125-8-56,10896.0,11715.0,11520.0,11306.0,11522.0
AII125-8-56,11880.0,12677.0,12494.0,12278.0,12496.0
AII125-8-56,12117.0,12944.0,12754.0,12530.0,12781.0
AII125-8-56,12901.0,13756.0,13618.0,13328.0,13601.0
AII125-8-56,13222.0,13946.0,13826.0,13584.0,13823.0
B34-91,15451.0,16350.0,16039.0,15900.0,16088.0
Nesmeyanov25-1-GGC15,15733.0,16493.0,16362.0,16113.0,16365.0
Nesmeyanov25-1-GGC18,13937.0,15240.0,14718.0,14588.0,14779.0
Nesmeyanov25-1-GGC20,15100.0,16249.0,16000.0,15674.0,16018.0
Nesmeyanov25-1-GGC27,14042.0,15814.0,15212.0,14928.0,15357.0
KNR140-26GGC,14869.0,16042.0,15967.0,15456.0,15924.0
KNR140-43GGC,16714.0,17797.0,17568.0,17256.0,17575.0
KNR140-50GGC,10214.0,10610.0,10482.0,10412.0,10509.0
KNR140-51GGC,10245.0,10907.0,10597.0,10576.0,10649.0
KNR140-66GGC,10407.0,11075.0,11040.0,10741.0,11022.0
KNR140-01JPC,10297.0,11063.0,10981.0,10680.0,10976.0
KNR140-12JPC,10025.0,10437.0,10374.0,10231.0,10381.0
KNR140-12JPC,14203.0,15225.0,14742.0,14714.0,14859.0
KNR140-22JPC,14150.0,15207.0,14724.0,14678.0,14774.0
KNR140-02JPC,9707.0,10637.0,10369.0,10172.0,10391.0
HU89038-8PC,13597.0,14199.0,14131.0,13898.0,14072.0
HU89038-8PC,14931.0,16073.0,15977.0,15502.0,15962.0
OCE326-GGC5,13536.0,14171.0,13936.0,13854.0,13983.0
64-480,15137.0,16474.0,16359.0,15806.0,16312.0
KNR73-3PC,2895.0,3110.0,3070.0,3002.0,3070.0
KNR73-3PC,5807.0,6108.0,6055.0,5958.0,6053.0
KNR73-3PC,13447.0,14171.0,13906.0,13809.0,13953.0
KNR73-3PC,20292.0,21953.0,21133.0,21122.0,21376.0
KNR73-3PC,22726.0,25237.0,24693.0,23982.0,24654.0
KNR73-4PC,4377.0,4717.0,4698.0,4547.0,4649.0
KNR73-4PC,5665.0,6002.0,5944.0,5834.0,5934.0
KNR73-4PC,10959.0,11553.0,11503.0,11256.0,11475.0
KNR73-4PC,14131.0,14780.0,14695.0,14456.0,14689.0
KNR73-4PC,19007.0,20295.0,20027.0,19651.0,20029.0
KNR73-4PC,21324.0,22621.0,22400.0,21972.0,22413.0
KNR73-6PG,15171.0,16024.0,15957.0,15598.0,15928.0
ME0005-24JC,13816.0,14627.0,14468.0,14222.0,14480.0
ME0005-24JC,16767.0,17839.0,17576.0,17303.0,17608.0
PLDS-007G,12952.0,13628.0,13481.0,13290.0,13493.0
PLDS-007G,14587.0,15893.0,15755.0,15240.0,15695.0
PLDS-007G,16114.0,17147.0,16847.0,16630.0,16894.0
RNDB-PC11,11563.0,12182.0,12030.0,11872.0,12040.0
RNDB-PC13,9084.0,9592.0,9442.0,9338.0,9474.0
RNDB-PC13,11337.0,12091.0,12026.0,11714.0,12010.0
RNDB-PC13,11538.0,12098.0,12033.0,11818.0,12031.0
S67-FFC15,10234.0,11831.0,11517.0,11032.0,11476.0
S67-FFC15,19612.0,21186.0,21102.0,20399.0,20890.0
VNTR01-10GC,13068.0,13631.0,13514.0,13350.0,13519.0
VNTR01-10GC,20570.0,21403.0,21140.0,20986.0,21183.0
KNR140-39GGC,1116.0,1593.0,1498.0,1354.0,1490.0
KNR140-39GGC,5700.0,6134.0,6055.0,5917.0,6051.0
KNR140-39GGC,10358.0,10844.0,10651.0,10601.0,10651.0
KNR140-39GGC,15557.0,16371.0,16080.0,15964.0,16121.0
KNR140-37JPC,14182.0,15236.0,14740.0,14709.0,14863.0
KNR140-37JPC,16704.0,17628.0,17550.0,17166.0,17532.0
KNR140-37JPC,19150.0,20603.0,20378.0,19876.0,20409.0
KNR140-37JPC,21474.0,23389.0,23256.0,22432.0,23009.0
KNR140-12JPC,13620.0,14365.0,14154.0,13992.0,14167.0
KNR140-12JPC,14564.0,15946.0,15766.0,15255.0,15728.0
KNR178-2GC,15624.0,16218.0,16046.0,15921.0,16062.0
KNR178-2GC,16163.0,16854.0,16721.0,16508.0,16728.0
KNR178-2GC,16336.0,16936.0,16818.0,16636.0,16819.0
KNR178-2GC,16941.0,17718.0,17569.0,17330.0,17576.0
KNR197-10-CDH42,13777.0,14656.0,14469.0,14216.0,14482.0
KNR197-10-CDH42,14259.0,15280.0,15221.0,14770.0,15160.0
KNR197-10-CDH42,15342.0,16420.0,16354.0,15881.0,16219.0
KNR197-10-CDH42,15935.0,16632.0,16541.0,16284.0,16518.0
KNR197-10-CDH42,16475.0,17886.0,17803.0,17180.0,17696.0
KNR197-10-GGC17,12072.0,12647.0,12514.0,12360.0,12521.0
KNR197-10-GGC17,16515.0,17045.0,16909.0,16780.0,16919.0
KNR31GPC5,8878.0,11080.0,10370.0,9979.0,10415.0
OCE326-GGC14,11318.0,12090.0,12023.0,11704.0,12008.0
OCE326-GGC14,11585.0,12332.0,12260.0,11958.0,12230.0
OCE326-GGC14,11684.0,12422.0,12310.0,12053.0,12321.0
OCE326-GGC14,12401.0,13128.0,12949.0,12764.0,12981.0
146-893A,607.0,1205.0,1120.0,906.0,1116.0
146-893A,1203.0,1948.0,1881.0,1576.0,1828.0
146-893A,2370.0,2967.0,2899.0,2668.0,2876.0
146-893A,3684.0,4171.0,4118.0,3928.0,4100.0
146-893A,4939.0,5571.0,5308.0,5255.0,5372.0
146-893A,6817.0,7705.0,7441.0,7261.0,7455.0
146-893A,7340.0,8727.0,8319.0,8034.0,8327.0
146-893A,8701.0,9600.0,9421.0,9150.0,9421.0
146-893A,8771.0,9646.0,9587.0,9208.0,9573.0
146-893A,9093.0,9654.0,9592.0,9374.0,9586.0
146-893A,9915.0,11416.0,11050.0,10666.0,11018.0
146-893A,10948.0,11738.0,11527.0,11343.0,11548.0
146-893A,10717.0,12493.0,12402.0,11605.0,12366.0
146-893A,12726.0,13796.0,13620.0,13261.0,13603.0
146-893A,12731.0,14467.0,14153.0,13599.0,14094.0
146-893A,13637.0,14701.0,14466.0,14169.0,14487.0
146-893A,14241.0,15983.0,15770.0,15112.0,15682.0
146-893A,14918.0,16492.0,16362.0,15705.0,16303.0
146-893A,22404.0,24834.0,24204.0,23619.0,24363.0
DAPC2,2382.0,3686.0,3381.0,3034.0,3426.0
DAPC2,7189.0,8677.0,8232.0,7933.0,8251.0
DAPC2,9303.0,10369.0,10211.0,9836.0,10182.0
DAPC2,9917.0,11164.0,11045.0,10540.0,10883.0
DAPC2,12098.0,13111.0,12907.0,12604.0,12886.0
DAPC2,12275.0,13554.0,13378.0,12914.0,13315.0
DAPC2,12410.0,13653.0,13397.0,13032.0,13407.0
DAPC2,12618.0,13818.0,13622.0,13218.0,13603.0
DAPC2,12724.0,13882.0,13788.0,13303.0,13699.0
DAPC2,13032.0,14241.0,13856.0,13636.0,13951.0
DAPC2,13143.0,14434.0,14152.0,13788.0,14128.0
DAPC2,13707.0,15209.0,14700.0,14458.0,14699.0
DAPC2,14859.0,16460.0,16362.0,15660.0,16191.0
DAPC2,15616.0,16997.0,16688.0,16306.0,16686.0
DAPC2,17398.0,18829.0,18745.0,18114.0,18543.0
DAPC2,17704.0,19409.0,18802.0,18556.0,19064.0
DAPC2,18023.0,19613.0,19372.0,18818.0,19398.0
DAPC2,18521.0,20270.0,20018.0,19396.0,19975.0
DAPC2,19605.0,21095.0,20609.0,20350.0,20720.0
DAPC2,20116.0,21831.0,21121.0,20974.0,21228.0
DAPC2,20596.0,22483.0,21981.0,21540.0,22020.0
MV99-GC38,9793.0,10061.0,10018.0,9927.0,10018.0
MV99-GC38,9839.0,10073.0,10033.0,9956.0,10031.0
MV99-GC38,9857.0,10133.0,10085.0,9995.0,10082.0
MV99-GC38,9304.0,11223.0,10371.0,10264.0,10538.0
MV99-GC38,10407.0,12047.0,11826.0,11227.0,11794.0
MV99-GC38,11382.0,12171.0,12027.0,11776.0,12029.0
MV99-GC38,11825.0,12445.0,12396.0,12135.0,12391.0
MV99-GC38,11795.0,12495.0,12408.0,12145.0,12417.0
MV99-GC38,11845.0,12509.0,12451.0,12177.0,12441.0
MV99-GC38,12052.0,12517.0,12469.0,12284.0,12441.0
MV99-GC38,11412.0,13418.0,12916.0,12415.0,12986.0
MV99-GC38,12187.0,14174.0,13819.0,13180.0,13757.0
MV99-GC38,13084.0,14397.0,14148.0,13740.0,14093.0
MV99-GC38,13425.0,15373.0,14704.0,14399.0,14842.0
MV99-GC38,13942.0,16052.0,15775.0,14997.0,15712.0
MV99-GC38,14560.0,16937.0,16367.0,15748.0,16527.0
MV99-GC38,15791.0,17575.0,17134.0,16683.0,17174.0
MV99-GC38,16410.0,18878.0,18766.0,17644.0,18299.0
MV99-GC38,17598.0,21113.0,20578.0,19356.0,20438.0
MV99-GC38,25123.0,27617.0,27461.0,26370.0,27141.0
MV99-MC17/GC32/PC10,9606.0,10901.0,10370.0,10254.0,10412.0
MV99-MC17/GC32/PC10,9441.0,12011.0,11050.0,10726.0,11350.0
MV99-MC17/GC32/PC10,10744.0,11817.0,11523.0,11280.0,11560.0
MV99-MC17/GC32/PC10,11137.0,11895.0,11827.0,11516.0,11803.0
MV99-MC17/GC32/PC10,11397.0,12074.0,12021.0,11736.0,11987.0
MV99-MC17/GC32/PC10,11283.0,12248.0,12030.0,11766.0,12038.0
MV99-MC17/GC32/PC10,11750.0,12297.0,12249.0,12024.0,12223.0
MV99-MC17/GC32/PC10,11812.0,12411.0,12316.0,12112.0,12322.0
MV99-MC17/GC32/PC10,11685.0,12483.0,12405.0,12084.0,12402.0
MV99-MC17/GC32/PC10,11679.0,12523.0,12427.0,12101.0,12434.0
MV99-MC17/GC32/PC10,11859.0,12678.0,12496.0,12268.0,12495.0
MV99-MC17/GC32/PC10,8786.0,15066.0,13827.0,11926.0,13673.0
MV99-MC17/GC32/PC10,6913.0,16606.0,14461.0,11760.0,14400.0
MV99-MC17/GC32/PC10,6509.0,17523.0,14458.0,12016.0,14939.0
MV99-MC17/GC32/PC10,9855.0,17346.0,15986.0,13600.0,15622.0
MV99-MC17/GC32/PC10,12492.0,17176.0,16364.0,14834.0,16196.0
MV99-MC17/GC32/PC10,14909.0,17174.0,16702.0,16042.0,16744.0
MV99-MC17/GC32/PC10,14282.0,19595.0,18782.0,16938.0,18434.0
MV99-MC17/GC32/PC10,13532.0,24219.0,21112.0,18876.0,21772.0
MV99-MC17/GC32/PC10,9819.0,10367.0,10313.0,10093.0,10266.0
W8709A-13,6521.0,7498.0,7298.0,7010.0,7331.0
W8709A-13,7182.0,7993.0,7927.0,7588.0,7911.0
W8709A-13,7583.0,8244.0,7970.0,7914.0,8112.0
W8709A-13,7907.0,8771.0,8698.0,8339.0,8669.0
W8709A-13,8095.0,8909.0,8793.0,8502.0,8802.0
W8709A-13,8610.0,9349.0,9210.0,8980.0,9213.0
W8709A-13,9239.0,10044.0,9945.0,9642.0,9923.0
W8709A-13,9793.0,10226.0,10101.0,10010.0,10115.0
W8709A-13,9577.0,10360.0,10212.0,9968.0,10228.0
W8709A-13,10104.0,10947.0,10592.0,10526.0,10571.0
W8709A-13,10445.0,11283.0,11054.0,10864.0,11068.0
W8709A-13,10893.0,11849.0,11535.0,11371.0,11663.0
W8709A-13,11513.0,12432.0,12311.0,11972.0,12323.0
W8709A-13,12163.0,12988.0,12894.0,12576.0,12869.0
W8709A-13,12457.0,13219.0,13064.0,12838.0,13063.0
W8709A-13,13053.0,13614.0,13492.0,13334.0,13499.0
W8709A-13,13290.0,13773.0,13672.0,13532.0,13677.0
W8709A-13,13382.0,13900.0,13823.0,13641.0,13821.0
W8709A-13,13523.0,14333.0,14152.0,13928.0,14151.0
W8709A-13,13767.0,14518.0,14454.0,14142.0,14445.0
W8709A-13,13659.0,14708.0,14467.0,14184.0,14495.0
W8709A-13,15166.0,17246.0,16819.0,16206.0,16838.0
W8709A-13,17280.0,18819.0,18281.0,18050.0,18416.0
KNR159-5-78GGC,509.0,682.0,625.0,596.0,629.0
KNR159-5-78GGC,4961.0,5347.0,5317.0,5154.0,5299.0
KNR159-5-78GGC,6755.0,7025.0,6979.0,6890.0,6977.0
KNR159-5-78GGC,8008.0,8369.0,8316.0,8188.0,8311.0
KNR159-5-78GGC,9552.0,10046.0,9963.0,9799.0,9970.0
KNR159-5-78GGC,11592.0,12091.0,12031.0,11842.0,12029.0
KNR159-5-78GGC,11759.0,12325.0,12261.0,12042.0,12257.0
KNR159-5-78GGC,12423.0,12950.0,12875.0,12686.0,12864.0
KNR159-5-78GGC,12734.0,13266.0,13182.0,13000.0,13178.0
KNR159-5-78GGC,13005.0,13531.0,13422.0,13268.0,13430.0
KNR159-5-78GGC,13676.0,14342.0,14155.0,14009.0,14170.0
KNR159-5-78GGC,13671.0,14471.0,14169.0,14071.0,14281.0
KNR159-5-78GGC,14098.0,14661.0,14501.0,14380.0,14525.0
KNR159-5-78GGC,14246.0,15138.0,14744.0,14692.0,14804.0
KNR159-5-78GGC,14764.0,15441.0,15357.0,15102.0,15316.0
KNR159-5-78GGC,15266.0,16051.0,15973.0,15658.0,15963.0
KNR159-5-78GGC,15727.0,16425.0,16351.0,16076.0,16294.0
MD77-176,1821.0,2806.0,2491.0,2314.0,2496.0
MD77-176,3820.0,4795.0,4483.0,4308.0,4545.0
MD77-176,5493.0,6634.0,6448.0,6064.0,6363.0
MD77-176,8082.0,9152.0,8889.0,8617.0,8883.0
MD77-176,9418.0,10451.0,10365.0,9934.0,10344.0
MD77-176,10212.0,11205.0,11044.0,10708.0,10972.0
MD77-176,10968.0,12635.0,12412.0,11802.0,12431.0
MD77-176,13062.0,14480.0,14153.0,13771.0,14162.0
MD77-176,14218.0,15847.0,15410.0,15032.0,15452.0
MD77-176,14502.0,16468.0,15994.0,15485.0,16093.0
MD77-176,20566.0,22816.0,22409.0,21691.0,22419.0
146-893A,11287.0,13411.0,12915.0,12349.0,12963.0
146-893A,12928.0,13914.0,13807.0,13421.0,13770.0
146-893A,12742.0,14080.0,13822.0,13411.0,13797.0
146-893A,13058.0,14216.0,13852.0,13637.0,13930.0
146-893A,13713.0,14464.0,14183.0,14088.0,14289.0
146-893A,13842.0,14882.0,14686.0,14362.0,14667.0
146-893A,13855.0,15159.0,14702.0,14507.0,14706.0
LV29-114-3,8088.0,8795.0,8698.0,8442.0,8709.0
LV29-114-3,9089.0,9639.0,9587.0,9364.0,9576.0
LV29-114-3,10816.0,11353.0,11235.0,11084.0,11213.0
LV29-114-3,11666.0,12357.0,12270.0,12012.0,12262.0
LV29-114-3,12682.0,13408.0,13264.0,13045.0,13276.0
LV29-114-3,13401.0,14023.0,13855.0,13712.0,13867.0
SO178-13-6,11517.0,12510.0,12413.0,12014.0,12420.0
SO178-13-6,12872.0,13393.0,13295.0,13132.0,13297.0
SO178-13-6,13428.0,13937.0,13844.0,13682.0,13847.0
SO201-2-101,11272.0,11885.0,11830.0,11578.0,11817.0
SO201-2-101,13486.0,14002.0,13872.0,13744.0,13881.0
SO201-2-101,15291.0,16468.0,16360.0,15880.0,16321.0
SO201-2-12KL,9386.0,10012.0,9940.0,9699.0,9899.0
SO201-2-12KL,10941.0,11551.0,11504.0,11246.0,11457.0
SO201-2-12KL,11368.0,12059.0,11830.0,11714.0,11886.0
SO201-2-12KL,12337.0,12936.0,12849.0,12636.0,12824.0
SO201-2-77,9380.0,9718.0,9650.0,9549.0,9645.0
SO201-2-77,10214.0,10610.0,10482.0,10412.0,10509.0
SO201-2-77,11850.0,12507.0,12446.0,12178.0,12439.0
SO201-2-85,9341.0,9812.0,9653.0,9576.0,9641.0
SO201-2-85,12357.0,13079.0,12923.0,12718.0,12937.0
SO201-2-85,15780.0,16443.0,16364.0,16112.0,16352.0
SO202/1_18-6,9840.0,10119.0,10072.0,9980.0,10068.0
SO202/1_18-6,9833.0,10254.0,10129.0,10044.0,10150.0
SO202/1_18-6,9883.0,10415.0,10357.0,10149.0,10350.0
SO202/1_18-6,10374.0,11058.0,10981.0,10716.0,10974.0
JT96-09PC,8289.0,8956.0,8888.0,8622.0,8883.0
JT96-09PC,9961.0,10636.0,10372.0,10298.0,10429.0
JT96-09PC,10250.0,11402.0,11052.0,10826.0,11106.0
JT96-09PC,10692.0,11540.0,11371.0,11116.0,11377.0
JT96-09PC,11436.0,12418.0,12309.0,11927.0,12296.0
JT96-09PC,11550.0,12479.0,12403.0,12014.0,12394.0
JT96-09PC,12238.0,12969.0,12887.0,12604.0,12868.0
JT96-09PC,8108.0,9532.0,9213.0,8820.0,9243.0
JT96-09PC,7353.0,9740.0,9586.0,8546.0,9354.0
JT96-09PC,8204.0,10307.0,10029.0,9256.0,10005.0
JT96-09PC,8867.0,10604.0,10364.0,9736.0,10345.0
JT96-09PC,9431.0,11370.0,10370.0,10400.0,10713.0
JT96-09PC,10450.0,12581.0,12407.0,11516.0,12402.0
JT96-09PC,10889.0,12855.0,12466.0,11872.0,12477.0
JT96-09PC,11441.0,13460.0,12916.0,12450.0,13035.0
KR02-15-PC06,2651.0,4679.0,4135.0,3665.0,4213.0
KR02-15-PC06,4002.0,4526.0,4500.0,4264.0,4458.0
KR02-15-PC06,5695.0,6397.0,6179.0,6046.0,6214.0
KR02-15-PC06,4968.0,6939.0,6447.0,5954.0,6419.0
KR02-15-PC06,6815.0,7354.0,7301.0,7084.0,7290.0
KR02-15-PC06,5678.0,7966.0,7441.0,6822.0,7482.0
KR02-15-PC06,9329.0,10066.0,10021.0,9698.0,9986.0
KR02-15-PC06,8601.0,10219.0,10027.0,9410.0,9991.0
KR02-15-PC06,9553.0,10273.0,10100.0,9913.0,10128.0
KR02-15-PC06,9135.0,10653.0,10369.0,9894.0,10361.0
KR02-15-PC06,9917.0,12445.0,12025.0,11181.0,12035.0
KR02-15-PC06,10219.0,12645.0,12407.0,11432.0,12384.0
KR02-15-PC06,12115.0,12784.0,12639.0,12450.0,12653.0
KR02-15-PC06,12140.0,12859.0,12729.0,12500.0,12716.0
KR02-15-PC06,14182.0,15731.0,15212.0,14956.0,15263.0
SU90-08,879.0,2423.0,2104.0,1651.0,2114.0
SU90-08,879.0,2423.0,2104.0,1651.0,2114.0
SU90-08,2075.0,3401.0,3058.0,2738.0,3082.0
SU90-08,2075.0,3401.0,3058.0,2738.0,3082.0
SU90-08,3390.0,4544.0,4493.0,3967.0,4397.0
SU90-08,3390.0,4544.0,4493.0,3967.0,4397.0
SU90-08,4596.0,6111.0,5773.0,5354.0,5814.0
SU90-08,4596.0,6111.0,5773.0,5354.0,5814.0
SU90-08,7947.0,9316.0,8892.0,8632.0,8993.0
SU90-08,7947.0,9316.0,8892.0,8632.0,8993.0
SU90-08,8755.0,10042.0,9642.0,9398.0,9719.0
SU90-08,9141.0,10298.0,10040.0,9720.0,10071.0
SU90-08,9574.0,10617.0,10369.0,10096.0,10386.0
SU90-08,9574.0,10617.0,10369.0,10096.0,10386.0
SU90-08,10148.0,11589.0,11052.0,10868.0,11236.0
SU90-08,10148.0,11589.0,11052.0,10868.0,11236.0
SU90-08,10243.0,11867.0,11522.0,11055.0,11535.0
SU90-08,10243.0,11867.0,11522.0,11055.0,11535.0
SU90-08,10432.0,12247.0,12024.0,11340.0,11939.0
SU90-08,10432.0,12247.0,12024.0,11340.0,11939.0
SU90-08,11266.0,12497.0,12404.0,11882.0,12399.0
SU90-08,11266.0,12497.0,12404.0,11882.0,12399.0
SU90-08,12745.0,13925.0,13806.0,13335.0,13749.0
SU90-08,13434.0,14614.0,14458.0,14024.0,14440.0
SU90-08,14272.0,15988.0,15769.0,15130.0,15712.0
SU90-08,14272.0,15988.0,15769.0,15130.0,15712.0
SU90-08,15339.0,16797.0,16569.0,16068.0,16553.0
SU90-08,15339.0,16797.0,16569.0,16068.0,16553.0
SU90-08,16686.0,17958.0,17808.0,17322.0,17794.0
SU90-08,17681.0,19391.0,18796.0,18536.0,18996.0
SU90-08,18029.0,19615.0,19377.0,18822.0,19402.0
SU90-08,18162.0,19879.0,19515.0,19020.0,19488.0
SU90-08,18558.0,20348.0,20027.0,19453.0,20023.0
SU90-08,19084.0,20646.0,20378.0,19865.0,20433.0
SU90-08,19084.0,20646.0,20378.0,19865.0,20433.0
SU90-08,19765.0,21196.0,21102.0,20480.0,20977.0
SU90-08,19765.0,21196.0,21102.0,20480.0,20977.0
167-1019,8197.0,9304.0,9204.0,8750.0,9159.0
167-1019,8395.0,9604.0,9420.0,9000.0,9388.0
167-1019,9512.0,10600.0,10371.0,10056.0,10380.0
167-1019,9921.0,10915.0,10375.0,10418.0,10499.0
167-1019,10235.0,11078.0,11042.0,10656.0,10985.0
167-1019,11430.0,12568.0,12424.0,11999.0,12437.0
167-1019,13238.0,14169.0,13856.0,13704.0,13899.0
167-1019,13855.0,15219.0,14708.0,14537.0,14730.0
167-1019,15913.0,17757.0,17552.0,16835.0,17468.0
167-1019,18002.0,20484.0,20026.0,19243.0,20055.0
W8709A-13,8088.0,9610.0,9221.0,8849.0,9337.0
W8709A-13,9359.0,10059.0,10021.0,9709.0,9971.0
W8709A-13,9895.0,10420.0,10360.0,10158.0,10357.0
W8709A-13,11335.0,12083.0,12022.0,11709.0,12000.0
W8709A-13,11520.0,12416.0,12309.0,11968.0,12299.0
W8709A-13,12144.0,12906.0,12744.0,12525.0,12751.0
W8709A-13,12398.0,13198.0,13047.0,12798.0,13034.0
W8709A-13,12460.0,13320.0,13200.0,12890.0,13165.0
W8709A-13,14660.0,15905.0,15760.0,15282.0,15716.0
W8709A-13,14848.0,16071.0,15972.0,15460.0,15939.0
W8709A-13,19117.0,20834.0,20578.0,19976.0,20567.0
W8709A-13,19174.0,21103.0,20598.0,20138.0,20697.0
KT89-18-P4,8201.0,9511.0,9219.0,8856.0,9252.0
KT89-18-P4,9363.0,10297.0,10054.0,9830.0,10092.0
KT89-18-P4,10236.0,11065.0,10912.0,10650.0,10961.0
KT89-18-P4,10964.0,12053.0,11828.0,11508.0,11839.0
KT89-18-P4,12100.0,12948.0,12744.0,12524.0,12764.0
KT89-18-P4,13588.0,17162.0,16365.0,15375.0,16432.0
KT89-18-P4,16981.0,19323.0,18781.0,18152.0,18758.0
MD01-2420,2075.0,2512.0,2487.0,2294.0,2464.0
MD01-2420,6870.0,7349.0,7306.0,7110.0,7294.0
MD01-2420,8665.0,9026.0,8891.0,8846.0,8896.0
MD01-2420,9706.0,10215.0,10091.0,9960.0,10102.0
MD01-2420,10198.0,10554.0,10372.0,10376.0,10388.0
MD01-2420,10295.0,11100.0,11044.0,10698.0,11029.0
MD01-2420,10980.0,11589.0,11517.0,11284.0,11510.0
