id,cal_age,cal_sigma,rad_res,rad_res_sd,mid1,mid2,wmn,med,mode,mid1_resage,mid2_resage,wmn_resage,med_resage,mode_resage
KNR110-82a,18500.0,143.0,16020.0,145.0,15226.0,15186.0,15000.0,15189.0,15215.0,826.0,806.0,800.0,828.0,831.0
KNR110-82a,19724.0,309.0,17085.0,255.0,16360.0,16220.0,16027.0,16367.0,16364.0,743.0,844.0,985.0,729.0,712.0
KNR110-82a,20408.0,220.0,17650.0,190.0,16877.0,16887.0,16908.0,16870.0,16831.0,755.0,750.0,776.0,760.0,774.0
V28-122,19671.0,117.0,17045.0,100.0,16280.0,16298.0,16335.0,16345.0,16360.0,734.0,751.0,764.0,710.0,694.0
V28-122,20259.0,171.0,17525.0,145.0,16800.0,16796.0,16826.0,16746.0,16720.0,760.0,720.0,763.0,772.0,784.0
V28-122,21149.5,470.0,18245.0,405.0,17391.0,17541.0,17743.0,17547.0,17562.0,758.0,716.0,972.0,729.0,701.0
50-37KL,1236.0,70.0,2040.0,70.0,1320.0,1348.0,1298.0,1283.0,1284.0,720.0,714.0,728.0,747.0,766.0
50-37KL,5972.0,93.0,5960.0,80.0,5066.0,5202.0,5367.0,5231.0,5313.0,756.0,759.0,775.0,734.0,702.0
50-37KL,8647.0,138.0,8500.0,110.0,7608.0,7702.0,7696.0,7891.0,7926.0,656.0,774.0,919.0,634.0,609.0
50-37KL,11364.0,134.0,10560.0,100.0,9670.0,9850.0,9750.0,9971.0,10021.0,650.0,698.0,613.0,601.0,576.0
50-37KL,13950.0,203.0,12730.0,140.0,12094.0,11768.0,11858.0,12045.0,12030.0,664.0,900.0,1135.0,666.0,678.0
50-37KL,17258.0,188.0,15140.0,150.0,14192.0,14341.0,14499.0,14176.0,14153.0,939.0,855.0,579.0,943.0,958.0
50-37KL,18174.0,130.0,15910.0,110.0,14945.0,14982.0,14822.0,14793.0,14722.0,994.0,973.0,754.0,1079.0,1164.0
50-37KL,18280.0,135.0,16000.0,120.0,14810.0,15058.0,15026.0,15078.0,15220.0,1004.0,970.0,856.0,952.0,832.0
50-37KL,19939.0,192.0,17460.0,160.0,16538.0,16526.0,16639.0,16522.0,16562.0,946.0,920.0,908.0,946.0,946.0
50-37KL,20177.0,223.0,17660.0,180.0,16674.0,16728.0,16888.0,16687.0,16687.0,956.0,926.0,998.0,967.0,977.0
MD97-2138,21449.0,203.0,18636.0,150.0,17703.0,17802.0,18022.0,17742.0,17801.0,926.0,858.0,802.0,918.0,908.0
MD97-2138,21830.0,234.0,18950.0,200.0,17596.0,18130.0,18200.0,17902.0,17823.0,1000.0,826.0,695.0,1021.0,1045.0
MD98-2181,18867.0,161.0,16520.0,150.0,15522.0,15544.0,15414.0,15606.0,15744.0,959.0,981.0,938.0,926.0,879.0
MD98-2181,19088.0,165.0,16725.0,150.0,15772.0,15672.0,15689.0,15827.0,15790.0,914.0,1004.0,1141.0,895.0,880.0
MD98-2181,19445.0,186.0,17025.0,150.0,16144.0,16038.0,16234.0,16079.0,16002.0,892.0,1047.0,1026.0,916.0,958.0
RC11-238,19305.0,142.0,16750.0,120.0,15990.0,15854.0,15821.0,15989.0,15987.0,754.0,879.0,1033.0,757.0,762.0
RC11-238,20909.0,187.0,18080.0,150.0,17338.0,17222.0,17288.0,17349.0,17526.0,746.0,813.0,915.0,738.0,716.0
V19-27,18095.0,109.0,15635.0,110.0,14840.0,14842.0,14872.0,14725.0,14710.0,842.0,776.0,791.0,894.0,916.0
V19-27,21155.0,170.0,18270.0,130.0,17542.0,17438.0,17409.0,17544.0,17557.0,742.0,840.0,891.0,731.0,726.0
V21-40,17799.0,132.0,15365.0,100.0,14558.0,14648.0,14587.0,14523.0,14476.0,818.0,702.0,733.0,827.0,843.0
V21-40,21007.5,317.0,18140.0,250.0,16878.0,17416.0,17956.0,17469.0,17554.0,745.0,727.0,703.0,719.0,686.0
MD01-2386,820.0,83.0,1597.0,88.0,687.0,874.0,977.0,931.0,948.0,680.0,776.0,783.0,675.0,673.0
MD01-2386,4976.0,111.0,5043.0,90.0,4156.0,4407.0,4347.0,4406.0,4379.0,666.0,656.0,585.0,635.0,622.0
MD01-2386,9940.0,127.0,9473.0,91.0,8842.0,8814.0,8760.0,8862.0,8884.0,620.0,652.0,608.0,618.0,618.0
MD01-2386,10893.0,128.0,10166.0,91.0,9546.0,9498.0,9448.0,9579.0,9590.0,598.0,608.0,793.0,590.0,587.0
MD01-2386,12290.0,105.0,11120.0,72.0,10382.0,10530.0,10490.0,10380.0,10372.0,734.0,593.0,560.0,735.0,739.0
MD01-2386,12830.0,86.0,11662.0,93.0,10647.0,10917.0,11082.0,10937.0,10912.0,779.0,788.0,748.0,727.0,706.0
MD01-2386,13884.0,122.0,12644.0,94.0,11979.0,11910.0,12013.0,12020.0,12025.0,645.0,704.0,816.0,632.0,621.0
MD01-2386,14049.0,188.0,12761.0,122.0,11842.0,11908.0,12252.0,12139.0,12029.0,617.0,868.0,1122.0,611.0,618.0
MD01-2386,15196.0,164.0,13480.0,126.0,12733.0,12820.0,12858.0,12742.0,12739.0,738.0,717.0,634.0,735.0,734.0
MD01-2386,16195.0,150.0,14250.0,117.0,13449.0,13472.0,13574.0,13436.0,13405.0,803.0,830.0,843.0,806.0,812.0
MD01-2386,16339.0,130.0,14362.0,102.0,13542.0,13565.0,13619.0,13551.0,13596.0,816.0,826.0,741.0,813.0,811.0
MD01-2386,17135.0,133.0,15001.0,117.0,14059.0,14138.0,14297.0,14119.0,14151.0,915.0,881.0,915.0,898.0,881.0
MD01-2386,17239.0,140.0,15098.0,114.0,14204.0,14184.0,14285.0,14165.0,14156.0,908.0,927.0,921.0,922.0,935.0
MD01-2386,18056.5,173.0,15760.0,147.0,14712.0,14894.0,14849.0,14708.0,14703.0,958.0,880.0,807.0,1034.0,1067.0
MD01-2386,18689.0,119.0,16338.0,105.0,15350.0,15341.0,15307.0,15341.0,15395.0,996.0,984.0,1019.0,1005.0,992.0
MD01-2386,19232.0,132.0,16849.0,111.0,15921.0,15808.0,15818.0,15955.0,15977.0,914.0,1024.0,1189.0,904.0,896.0
RC24-8GC,3445.0,37.0,3770.0,30.0,3244.0,3218.0,3242.0,3224.0,3203.0,532.0,563.0,533.0,538.0,559.0
RC24-8GC,10287.0,63.0,9655.0,50.0,9109.0,9123.0,9141.0,9180.0,9192.0,531.0,554.0,505.0,484.0,464.0
RC24-8GC,12780.0,32.0,11535.0,35.0,10697.0,10788.0,10799.0,10900.0,10909.0,680.0,736.0,772.0,640.0,628.0
RC24-8GC,13600.0,60.0,12325.0,50.0,11754.0,11736.0,11780.0,11772.0,11827.0,568.0,586.0,631.0,556.0,528.0
RC24-8GC,15402.0,68.0,13550.0,50.0,12895.0,12894.0,12917.0,12898.0,12900.0,654.0,666.0,652.0,651.0,650.0
RC24-8GC,15717.0,67.0,13790.0,50.0,13114.0,13102.0,13101.0,13108.0,13101.0,678.0,694.0,686.0,679.0,682.0
RC24-8GC,16563.0,96.0,14440.0,70.0,13702.0,13747.0,13822.0,13697.0,13687.0,740.0,722.0,586.0,740.0,742.0
RC24-8GC,19008.0,116.0,16570.0,100.0,15745.0,15706.0,15810.0,15763.0,15777.0,824.0,908.0,769.0,809.0,800.0
Nesmeyanov25-1-GGC15,4682.0,52.0,5190.0,35.0,4150.0,4158.0,4173.0,4150.0,4149.0,1040.0,1026.0,1077.0,1039.0,1039.0
Nesmeyanov25-1-GGC15,10718.0,86.0,10450.0,50.0,9489.0,9418.0,9440.0,9479.0,9430.0,964.0,1032.0,1094.0,966.0,983.0
Nesmeyanov25-1-GGC15,16339.0,89.0,14750.0,70.0,13543.0,13530.0,13463.0,13551.0,13572.0,1204.0,1205.0,1222.0,1200.0,1197.0
Nesmeyanov25-1-GGC18,11049.0,77.0,10650.0,50.0,9605.0,9722.0,9703.0,9595.0,9561.0,1044.0,920.0,929.0,1050.0,1058.0
Nesmeyanov25-1-GGC18,14035.0,98.0,13150.0,65.0,12142.0,12076.0,12122.0,12106.0,12035.0,1015.0,1061.0,1122.0,1030.0,1092.0
Nesmeyanov25-1-GGC20,11205.0,47.0,10800.0,45.0,9784.0,9786.0,9738.0,9769.0,9795.0,1022.0,1023.0,995.0,1032.0,1034.0
Nesmeyanov25-1-GGC20,14453.0,117.0,13400.0,50.0,12402.0,12314.0,12412.0,12408.0,12403.0,994.0,1100.0,1040.0,990.0,989.0
Nesmeyanov25-1-GGC27,10859.0,95.0,10530.0,60.0,9556.0,9611.0,9674.0,9580.0,9590.0,963.0,946.0,867.0,953.0,947.0
Nesmeyanov25-1-GGC27,13541.0,65.0,12760.0,55.0,11694.0,11676.0,11706.0,11700.0,11718.0,1064.0,1074.0,1106.0,1059.0,1057.0
RNDB-GGC15,13589.0,60.0,12800.0,50.0,11747.0,11728.0,11736.0,11752.0,11826.0,1051.0,1071.0,1106.0,1045.0,1030.0
RNDB-GGC5,14110.0,120.0,13200.0,75.0,12182.0,12055.0,12053.0,12234.0,12266.0,1014.0,1117.0,1291.0,983.0,937.0
RNDB-GGC5,21979.0,132.0,19450.0,120.0,18040.0,18234.0,18455.0,18018.0,17973.0,1414.0,1249.0,1168.0,1422.0,1436.0
RNDB-PC11,13935.0,72.0,13080.0,60.0,12060.0,12065.0,12199.0,12035.0,12033.0,1038.0,1038.0,988.0,1041.0,1045.0
RNDB-PC11,14019.0,102.0,13140.0,70.0,12138.0,12050.0,12072.0,12083.0,12031.0,1014.0,1073.0,1184.0,1038.0,1085.0
RNDB-PC11,16602.0,114.0,14950.0,85.0,13721.0,13756.0,13776.0,13726.0,13751.0,1228.0,1194.0,1153.0,1224.0,1222.0
RNDB-PC13,13958.0,90.0,13100.0,70.0,12106.0,12043.0,12104.0,12043.0,12033.0,1027.0,1053.0,1089.0,1048.0,1060.0
RNDB-PC13,14918.0,142.0,13660.0,90.0,12536.0,12686.0,12815.0,12524.0,12505.0,1122.0,1038.0,902.0,1127.0,1135.0
RNDB-PC13,17793.0,79.0,15900.0,60.0,14537.0,14607.0,14646.0,14513.0,14482.0,1368.0,1299.0,1254.0,1379.0,1395.0
RNDB-PC13,19555.0,140.0,17500.0,110.0,16202.0,16128.0,16162.0,16227.0,16355.0,1288.0,1351.0,1509.0,1276.0,1228.0
VINO19-4-GGC17,13661.5,41.0,12860.0,35.0,11816.0,11807.0,11830.0,11824.0,11831.0,1041.0,1050.0,1094.0,1035.0,1033.0
VINO19-4GGC-37,13691.0,138.0,12880.0,115.0,11542.0,11756.0,11972.0,11831.0,11831.0,1042.0,1140.0,1167.0,1041.0,1048.0
VINO19-4GGC-37,13722.0,118.0,12910.0,95.0,11870.0,11786.0,12110.0,11845.0,11828.0,1036.0,1136.0,1268.0,1046.0,1067.0
MD97-2106,8800.0,200.0,8486.0,45.0,7867.0,7841.0,7748.0,7954.0,7967.0,520.0,640.0,652.0,532.0,530.0
MD97-2106,14980.64516,200.0,13009.0,60.0,12606.0,12682.0,12788.0,12574.0,12504.0,404.0,333.0,312.0,431.0,476.0
MD97-2106,18358.62069,200.0,16079.0,70.0,15012.0,15140.0,15184.0,15141.0,15218.0,1070.0,948.0,841.0,948.0,888.0
EW0408-87JC,594.0,74.0,1650.0,90.0,530.0,623.0,663.0,610.0,586.0,1045.0,1054.0,1079.0,1040.0,1039.0
EW0408-87JC,1254.0,76.0,2340.0,70.0,1346.0,1356.0,1490.0,1293.0,1284.0,996.0,997.0,1011.0,1026.0,1060.0
EW0408-87JC,1702.0,83.0,2730.0,70.0,1820.0,1754.0,1787.0,1790.0,1881.0,926.0,988.0,1038.0,926.0,933.0
EW0408-87JC,2699.5,78.0,3560.0,60.0,2532.0,2568.0,2611.0,2510.0,2467.0,978.0,980.0,1048.0,1027.0,1069.0
EW0408-87JC,3233.0,87.0,4000.0,80.0,3020.0,3029.0,3108.0,3036.0,3053.0,964.0,953.0,1100.0,965.0,967.0
EW0408-87JC,3651.0,80.0,4330.0,60.0,3318.0,3386.0,3351.0,3403.0,3384.0,917.0,955.0,961.0,918.0,922.0
EW0408-87JC,4499.0,121.0,4990.0,90.0,3892.0,3992.0,3749.0,4031.0,4003.0,969.0,950.0,1028.0,958.0,943.0
EW0408-87JC,5162.0,89.0,5500.0,70.0,4476.0,4542.0,4675.0,4491.0,4491.0,1004.0,992.0,921.0,1006.0,1010.0
EW0408-87JC,6170.0,40.0,6410.0,25.0,5354.0,5419.0,5486.0,5336.0,5307.0,1060.0,1000.0,987.0,1070.0,1088.0
EW0408-87JC,7773.0,34.0,7980.0,25.0,6954.0,6928.0,6906.0,6947.0,6941.0,1028.0,1048.0,1098.0,1030.0,1034.0
EW0408-87JC,8428.5,84.0,8610.0,80.0,7606.0,7544.0,7411.0,7672.0,7714.0,987.0,1000.0,1123.0,960.0,922.0
EW0408-87JC,8986.0,144.0,9020.0,120.0,7977.0,8058.0,8064.0,8024.0,7972.0,944.0,924.0,1004.0,953.0,981.0
EW0408-87JC,9736.0,94.0,9660.0,70.0,8762.0,8677.0,8663.0,8768.0,8784.0,900.0,992.0,883.0,897.0,894.0
EW0408-87JC,10151.5,35.0,9930.0,30.0,8936.0,9022.0,9059.0,8916.0,8907.0,998.0,920.0,874.0,1009.0,1020.0
EW0408-87JC,10546.0,35.0,10260.0,25.0,9342.0,9364.0,9473.0,9329.0,9327.0,921.0,913.0,810.0,927.0,933.0
EW0408-87JC,10819.0,84.0,10410.0,100.0,9540.0,9566.0,9655.0,9571.0,9587.0,854.0,893.0,819.0,847.0,843.0
EW0408-87JC,11084.0,40.0,10600.0,35.0,9605.0,9716.0,9771.0,9618.0,9640.0,992.0,902.0,818.0,985.0,973.0
EW0408-87JC,11350.0,48.0,10855.0,30.0,9974.0,9845.0,9757.0,9962.0,9955.0,886.0,987.0,1059.0,890.0,895.0
EW0408-87JC,11708.0,40.0,11065.0,25.0,10092.0,10113.0,10140.0,10087.0,10085.0,974.0,956.0,947.0,975.0,978.0
EW0408-87JC,11992.0,44.0,11250.0,25.0,10282.0,10253.0,10219.0,10298.0,10301.0,962.0,993.0,1024.0,952.0,947.0
EW0408-87JC,12436.0,51.0,11520.0,25.0,10408.0,10536.0,10643.0,10382.0,10372.0,1088.0,1007.0,873.0,1132.0,1150.0
EW0408-87JC,13526.0,43.0,12705.0,25.0,11671.0,11665.0,11632.0,11689.0,11720.0,1028.0,1036.0,1055.0,1015.0,1000.0
EW0408-87JC,13722.0,55.0,12810.0,60.0,11850.0,11824.0,11772.0,11838.0,11831.0,946.0,956.0,997.0,964.0,974.0
EW0408-87JC,14019.5,35.0,13080.0,30.0,12083.0,12078.0,12080.0,12070.0,12046.0,999.0,996.0,1027.0,1007.0,1023.0
EW0408-87JC,14191.0,58.0,13170.0,60.0,12287.0,12238.0,12306.0,12290.0,12301.0,882.0,941.0,924.0,880.0,879.0
EW0408-87JC,14393.0,70.0,13310.0,80.0,12382.0,12286.0,12271.0,12394.0,12398.0,920.0,971.0,1114.0,917.0,916.0
EW0408-87JC,14593.0,61.0,13430.0,45.0,12454.0,12426.0,12428.0,12456.0,12460.0,976.0,1005.0,1012.0,973.0,973.0
EW0408-87JC,14747.0,48.0,13420.0,30.0,12413.0,12426.0,12440.0,12405.0,12384.0,1008.0,996.0,978.0,1012.0,1024.0
EW0408-87JC,15219.0,49.0,13830.0,35.0,12766.0,12768.0,12755.0,12758.0,12752.0,1067.0,1059.0,1060.0,1070.0,1074.0
EW0408-87JC,15901.0,44.0,14345.0,30.0,13244.0,13230.0,13224.0,13243.0,13246.0,1102.0,1112.0,1127.0,1100.0,1101.0
EW0408-87JC,16276.0,41.0,14645.0,35.0,13499.0,13516.0,13525.0,13495.0,13495.0,1147.0,1132.0,1106.0,1148.0,1150.0
EW0408-87JC,16486.5,49.0,14870.0,50.0,13650.0,13658.0,13647.0,13645.0,13642.0,1222.0,1211.0,1220.0,1222.0,1225.0
EW0408-87JC,16586.0,44.0,14890.0,60.0,13715.0,13717.0,13711.0,13714.0,13712.0,1176.0,1176.0,1190.0,1174.0,1175.0
EW0408-87JC,16672.0,42.0,15040.0,80.0,13772.0,13750.0,13745.0,13773.0,13778.0,1267.0,1277.0,1297.0,1266.0,1266.0
EW0408-87JC,16747.0,43.0,14860.0,80.0,13808.0,13782.0,13762.0,13808.0,13811.0,1052.0,1060.0,1084.0,1050.0,1051.0
EW0408-87JC,16843.0,37.0,15080.0,40.0,13844.0,13879.0,13949.0,13842.0,13842.0,1237.0,1221.0,1161.0,1236.0,1237.0
EW0408-87JC,16916.0,36.0,15110.0,60.0,13881.0,13976.0,14061.0,13877.0,13875.0,1230.0,1180.0,1061.0,1230.0,1232.0
EW0408-87JC,16999.0,48.0,15160.0,35.0,13968.0,14037.0,14132.0,13949.0,13936.0,1194.0,1135.0,1103.0,1207.0,1220.0
202-1240,11760.0,200.0,10364.0,150.0,10176.0,10189.0,10054.0,10122.0,10056.0,216.0,214.0,0.0,223.0,233.0
202-1240,15000.0,200.0,12701.0,150.0,12619.0,12694.0,12773.0,12591.0,12504.0,93.0,8.0,6.0,103.0,118.0
202-1240,17600.0,200.0,15676.0,150.0,14408.0,14532.0,14609.0,14453.0,14457.0,1246.0,1148.0,1144.0,1229.0,1219.0
202-1240,23500.0,200.0,20705.0,150.0,19496.0,19462.0,19465.0,19485.0,19517.0,1186.0,1192.0,1370.0,1215.0,1229.0
202-1240,2730.0,200.0,3243.0,27.0,2684.0,2642.0,2864.0,2577.0,2489.0,564.0,601.0,652.0,662.0,763.0
202-1240,3756.5,200.0,4136.0,27.0,3200.0,3426.0,3716.0,3487.0,3491.0,646.0,718.0,719.0,647.0,648.0
202-1240,8261.5,200.0,8046.0,37.0,7030.0,7273.0,7484.0,7443.0,7441.0,566.0,780.0,747.0,600.0,600.0
202-1240,9567.0,200.0,8937.5,62.241465,8365.0,8550.0,8725.0,8672.0,8700.0,387.0,387.0,444.0,297.0853499999994,205.08534999999938
202-1240,10445.375,200.0,9388.0,63.655322,8902.0,9139.0,8831.0,9252.0,9218.0,162.0,210.0,369.0,123.44678000000022,147.44678000000022
202-1240,12852.0,200.0,11215.0,55.0,10374.0,11097.0,11267.0,10966.0,11047.0,325.0,122.0,176.0,253.0,198.0
202-1240,13572.0,200.0,11964.0,55.0,11628.0,11460.0,11820.0,11739.0,11827.0,250.0,508.0,622.0,226.0,152.0
202-1240,14494.25,200.0,12492.0,58.0,12391.0,12266.0,12369.0,12411.0,12405.0,91.0,226.0,300.0,81.0,74.0
202-1240,16451.5,200.0,14273.0,67.0,13614.0,13652.0,13591.0,13627.0,13625.0,657.0,611.0,648.0,644.0,638.0
202-1240,16973.75,200.0,14794.0,77.0,13971.0,13978.0,14063.0,13928.0,13851.0,814.0,814.0,840.0,847.0,923.0
202-1240,18291.0,200.0,16713.0,91.0,14964.0,15061.0,14951.0,15086.0,15221.0,1736.0,1646.0,1724.0,1653.0,1529.0
202-1240,19704.5,200.0,17546.0,88.0,16302.0,16214.0,16409.0,16357.0,16362.0,1232.0,1352.0,1351.0,1193.0,1176.0
202-1240,22245.0,200.0,19492.0,154.0,18355.0,18544.0,18726.0,18283.0,18255.0,1152.0,1028.0,892.0,1192.0,1235.0
202-1240,24483.0,200.0,20705.0,116.0,20350.0,20264.0,20395.0,20383.0,20366.0,331.0,452.0,455.0,317.0,314.0
202-1240,26214.0,200.0,23310.0,170.0,22030.0,22020.0,22257.0,21991.0,21979.0,1283.0,1348.0,1056.0,1304.0,1321.0
SO161/5_22SL,10056.5,415.0,9160.0,380.0,8317.0,8618.0,8283.0,8898.0,8890.0,199.0,334.0,721.0,199.0,206.0
SO161/5_22SL,11591.0,98.0,11050.0,55.0,10056.0,9952.0,9870.0,10045.0,10035.0,999.0,1080.0,1166.0,1001.0,1004.0
SO161/5_22SL,12492.0,128.0,11700.0,100.0,10493.0,10745.0,10795.0,10466.0,10375.0,1220.0,982.0,751.0,1232.0,1250.0
SO161/5_22SL,13853.0,115.0,13050.0,100.0,11962.0,11916.0,11946.0,12009.0,12024.0,1078.0,1120.0,1203.0,1060.0,1040.0
SO161/5_22SL,14532.0,114.0,13450.0,65.0,12433.0,12353.0,12380.0,12428.0,12421.0,1021.0,1106.0,1097.0,1019.0,1020.0
SO161/5_22SL,14967.0,103.0,14050.0,90.0,12564.0,12626.0,12704.0,12560.0,12519.0,1486.0,1454.0,1424.0,1485.0,1487.0
SO161/5_22SL,15216.5,86.0,14200.0,75.0,12764.0,12726.0,12783.0,12756.0,12749.0,1438.0,1468.0,1534.0,1439.0,1443.0
SO161/5_22SL,15710.5,81.0,14650.0,65.0,13107.0,13090.0,13023.0,13103.0,13092.0,1544.0,1550.0,1518.0,1544.0,1546.0
SO161/5_22SL,15969.0,81.0,14800.0,75.0,13292.0,13265.0,13215.0,13286.0,13278.0,1510.0,1524.0,1550.0,1510.0,1512.0
SO161/5_22SL,16360.5,80.0,15100.0,75.0,13560.0,13552.0,13513.0,13568.0,13584.0,1537.0,1534.0,1521.0,1533.0,1530.0
SO161/5_22SL,16658.5,82.0,15350.0,70.0,13754.0,13812.0,13918.0,13764.0,13775.0,1592.0,1564.0,1453.0,1587.0,1584.0
SO161/5_22SL,17084.0,82.0,15700.0,80.0,14049.0,14133.0,14150.0,14079.0,14140.0,1644.0,1596.0,1501.0,1629.0,1604.0
SO161/5_22SL,17490.0,88.0,16000.0,65.0,14374.0,14343.0,14392.0,14426.0,14445.0,1610.0,1669.0,1637.0,1581.0,1565.0
SO161/5_22SL,18159.0,75.0,16100.0,75.0,14875.0,14872.0,14759.0,14769.0,14733.0,1248.0,1196.0,1290.0,1314.0,1349.0
SO161/5_22SL,18682.0,58.0,16600.0,70.0,15285.0,15350.0,15338.0,15327.0,15367.0,1302.0,1262.0,1211.0,1279.0,1254.0
SO161/5_22SL,18859.0,55.0,16850.0,75.0,15578.0,15471.0,15415.0,15587.0,15602.0,1269.0,1360.0,1444.0,1263.0,1258.0
SO161/5_22SL,18974.0,60.0,16800.0,110.0,15722.0,15571.0,15351.0,15736.0,15749.0,1071.0,1128.0,1230.0,1067.0,1065.0
SO161/5_22SL,19098.0,71.0,16900.0,85.0,15849.0,15740.0,15716.0,15833.0,15813.0,1058.0,1132.0,1253.0,1060.0,1065.0
SO161/5_22SL,19494.0,82.0,17300.0,70.0,16174.0,16180.0,16225.0,16129.0,16096.0,1136.0,1115.0,1169.0,1162.0,1191.0
CH84-14,10543.0,161.0,10000.0,140.0,9387.0,9368.0,9320.0,9331.0,9229.0,655.0,678.0,523.0,660.0,668.0
CH84-14,11050.0,144.0,10230.0,140.0,9664.0,9612.0,9550.0,9614.0,9586.0,568.0,539.0,630.0,596.0,617.0
CH84-14,11540.5,157.0,10640.0,150.0,10060.0,9924.0,10037.0,10034.0,10031.0,608.0,690.0,713.0,604.0,603.0
CH84-14,12052.5,180.0,10870.0,150.0,10267.0,10388.0,10413.0,10327.0,10355.0,572.0,506.0,554.0,562.0,554.0
CH84-14,13292.5,139.0,12180.0,160.0,11064.0,11329.0,11234.0,11408.0,11374.0,768.0,836.0,945.0,759.0,753.0
CH84-14,13828.0,163.0,12820.0,180.0,11978.0,11781.0,11989.0,11993.0,12026.0,863.0,976.0,1155.0,859.0,854.0
CH84-14,14245.0,171.0,12750.0,150.0,12050.0,12096.0,12272.0,12316.0,12399.0,465.0,628.0,876.0,443.0,425.0
CH84-14,14732.0,172.0,13060.0,140.0,12471.0,12503.0,12710.0,12457.0,12470.0,596.0,558.0,595.0,599.0,604.0
CH84-14,15599.5,179.0,13830.0,150.0,13045.0,13040.0,13094.0,13018.0,12934.0,801.0,818.0,830.0,805.0,813.0
CH84-14,17765.0,226.0,15570.0,210.0,14180.0,14728.0,14894.0,14507.0,14467.0,1030.0,906.0,701.0,1035.0,1043.0
JF-FI-19PC,11080.0,200.0,9998.0,57.0,9772.0,9604.0,9402.0,9631.0,9589.0,250.0,389.0,382.0,354.0,398.0
JF-FI-19PC,12800.0,200.0,12293.0,62.0,10381.0,11067.0,10982.0,10916.0,11048.0,1478.0,1222.0,1210.0,1383.0,1294.0
JF-FI-19PC,13760.0,200.0,12676.0,58.0,11824.0,11552.0,11905.0,11879.0,11831.0,786.0,1123.0,1380.0,776.0,845.0
JF-FI-19PC,13940.0,200.0,12901.0,63.0,12089.0,11776.0,11939.0,12041.0,12028.0,837.0,1126.0,1230.0,851.0,866.0
JF-FI-19PC,14250.0,200.0,12921.0,100.0,12051.0,12030.0,12273.0,12319.0,12398.0,656.0,883.0,1027.0,608.0,577.0
JF-FI-19PC,14310.0,200.0,13174.0,66.0,12044.0,12126.0,12419.0,12356.0,12403.0,886.0,1056.0,1100.0,825.0,799.0
JF-FI-19PC,14560.0,200.0,13474.0,108.0,12409.0,12350.0,12557.0,12424.0,12411.0,1051.0,1138.0,1227.0,1049.0,1048.0
JF-FI-19PC,16460.0,200.0,14293.0,56.0,13618.0,13656.0,13645.0,13632.0,13628.0,673.0,628.0,694.0,659.0,656.0
JF-FI-19PC,16910.0,200.0,14561.0,57.0,13943.0,13928.0,13904.0,13881.0,13844.0,616.0,626.0,712.0,668.0,711.0
JF-FI-19PC,17590.0,200.0,15225.0,64.0,14402.0,14520.0,14544.0,14451.0,14460.0,820.0,714.0,689.0,776.0,767.0
JF-FI-19PC,18160.0,200.0,15384.0,60.0,14906.0,14968.0,14908.0,14779.0,14708.0,474.0,404.0,498.0,584.0,673.0
JF-FI-19PC,18730.0,200.0,15878.0,65.0,15443.0,15441.0,15482.0,15399.0,15405.0,436.0,443.0,424.0,478.0,680.0
JF-FI-19PC,19300.0,200.0,16323.0,82.0,16053.0,15850.0,15981.0,15988.0,15986.0,292.0,484.0,472.0,333.0,337.0
JF-FI-19PC,19870.0,200.0,17200.0,77.0,16460.0,16428.0,16370.0,16452.0,16369.0,732.0,764.0,796.0,739.0,787.0
JF-FI-19PC,20440.0,200.0,17904.0,87.0,16898.0,16944.0,17123.0,16901.0,16838.0,988.0,976.0,973.0,989.0,1061.0
JF-FI-19PC,21010.0,200.0,18931.0,88.0,17364.0,17314.0,17313.0,17467.0,17546.0,1543.0,1612.0,1636.0,1481.0,1419.0
JF-FI-19PC,26070.0,200.0,23610.0,143.0,21765.0,21858.0,22306.0,21923.0,21972.0,1824.0,1782.0,1835.0,1719.0,1659.0
JF-FI-19PC,26330.0,200.0,23484.0,108.0,22194.0,22112.0,22286.0,22064.0,21988.0,1312.0,1381.0,1337.0,1387.0,1478.0
JF-FI-19PC,26740.0,200.0,23962.0,170.0,22404.0,22608.0,23157.0,22417.0,22408.0,1546.0,1410.0,1249.0,1540.0,1540.0
145-887,9270.0,376.0,9305.0,25.0,7720.0,8099.0,8163.0,8278.0,8231.0,530.0,1208.0,1272.0,1025.0,1079.0
145-887,12627.0,237.0,11810.0,30.0,10522.0,10964.0,11095.0,10583.0,10375.0,862.0,848.0,866.0,1225.0,1432.0
145-887,13296.0,100.0,12530.0,30.0,11420.0,11381.0,11518.0,11410.0,11377.0,1112.0,1154.0,1146.0,1111.0,1156.0
145-887,13828.0,174.0,12995.0,30.0,11981.0,11758.0,12024.0,11993.0,12025.0,1015.0,1244.0,1212.0,1009.0,966.0
145-887,16696.0,215.0,15010.0,50.0,13756.0,13796.0,13896.0,13784.0,13819.0,1226.0,1220.0,1182.0,1228.0,1205.0
145-887,18421.5,396.0,16640.0,45.0,15134.0,15280.0,15297.0,15170.0,15217.0,1488.0,1360.0,1393.0,1471.0,1443.0
145-887,18885.5,396.0,16405.0,45.0,14722.0,15628.0,15441.0,15659.0,15977.0,701.0,771.0,984.0,749.0,631.0
145-887,20120.0,241.0,17970.0,70.0,16653.0,16602.0,16557.0,16646.0,16592.0,1298.0,1360.0,1433.0,1321.0,1332.0
