id,Calendar_age,Calendar_age_error,Reservoir_derived_14C_age,Reservoir_derived_14C_error
JT96-09PC,14205,131,13410,80
JT96-09PC,14398,146,13520,70
JT96-09PC,15345,92,14140,70
JT96-09PC,10430,200,9760,70
JT96-09PC,10555.5,379.75,9360,240
JT96-09PC,11425,348.5,11500,110
JT96-09PC,12115,324.75,12460,120
JT96-09PC,12709.5,316.625,12640,90
JT96-09PC,14468,311.625,13410,80
JT96-09PC,14786,321.75,13520,70
JT96-09PC,15612,366,14140,70
KR02-15-PC06,4816,335.25,5170,60
KR02-15-PC06,5047,86,5170,60
KR02-15-PC06,7154,94,7070,90
KR02-15-PC06,7327.8,255.5,7070,90
KR02-15-PC06,8062,59,8010,60
KR02-15-PC06,8319.2,297.45,8010,60
KR02-15-PC06,11387,123,10610,90
KR02-15-PC06,11393,300.2,10610,90
KR02-15-PC06,11771,111,10860,70
KR02-15-PC06,12195.2,299.425,10860,70
KR02-15-PC06,13911,407.25,13470,70
KR02-15-PC06,14395,405.25,13530,70
KR02-15-PC06,15088,87,13470,70
KR02-15-PC06,15164,89,13530,70
KR02-15-PC06,18630,200,12900,700
SU90-08,2084,200,3097,55
SU90-08,2084,200,3407,61
SU90-08,3312,200,3319,56
SU90-08,3312,200,3564,60
SU90-08,4959,200,4760,62
SU90-08,4959,200,4558,61
SU90-08,6637,200,6520,70
SU90-08,6637,200,5845,69
SU90-08,10189,200,9372,89
SU90-08,10189,200,9320,82
SU90-08,11180,200,10340,40
SU90-08,11658,200,11501,94
SU90-08,12338,200,11749,97
SU90-08,12338,200,11482,94
SU90-08,13128,200,11811,96
SU90-08,13128,200,11913,95
SU90-08,13407,200,12460,109
SU90-08,13407,200,12675,96
SU90-08,13790,200,12563,105
SU90-08,13790,200,12154,45
SU90-08,14434,200,13548,113
SU90-08,14434,200,13782,105
SU90-08,16634,200,16677,56
SU90-08,17550,200,17400,156
SU90-08,18945,200,18432,164
SU90-08,18945,200,18515,168
SU90-08,19982,200,18884,167
SU90-08,19982,200,18972,172
SU90-08,21565,200,19467,198
SU90-08,22949,200,20322,73
SU90-08,23327,200,20823,213
SU90-08,23511,200,20954,218
SU90-08,24016,200,21429,85
SU90-08,24569,200,21793,224
SU90-08,24569,200,22454,249
SU90-08,25248,200,23044,260
SU90-08,25248,200,22757,245
167-1019,10260,149,9950,110
167-1019,10596,181,10210,120
167-1019,12308,207,11410,170
167-1019,12535,158,11580,140
167-1019,12879,97,11950,110
167-1019,14632,203,13350,120
167-1019,16940,144,15080,120
167-1019,18099,165,16040,140
167-1019,21008,267,18550,210
167-1019,24069,329,21240,280
W8709A-13,10547,240,9960,230
W8709A-13,11365,110,10720,70
W8709A-13,12142,105,11200,60
W8709A-13,13827,86,12760,60
W8709A-13,14211,121,13000,90
W8709A-13,15210,97,13700,70
W8709A-13,15622,113,14050,140
W8709A-13,15785,129,14020,140
W8709A-13,18952,123,16710,120
W8709A-13,19205.5,135,17030,150
W8709A-13,24771.5,218,22000,250
W8709A-13,24988,227,21910,240
KT89-18-P4,10446,179,9800,133
KT89-18-P4,11707,169,10692,108
KT89-18-P4,12851,90,11622,101
KT89-18-P4,13711,116,12450,91
KT89-18-P4,15225,148,13447,113
KT89-18-P4,19821,538,17275,478
KT89-18-P4,22645,323,19655,303
MD01-2420,2497,46,3010,25
MD01-2420,8059,44,7880,40
MD01-2420,10122,53,9530,40
MD01-2420,11729,86,10700,55
MD01-2420,12427,76,11150,55
MD01-2420,12937,83,11717,88
MD01-2420,13373,52,12150,50
MD01-2420,13651,56,12400,45
MD01-2420,14972,221,13258,141
MD01-2420,15310,140,13510,113
MD01-2420,15824,69,13900,50
MD01-2420,16853,84,14696,70
MD01-2420,18863,145,16457,141
MD01-2420,19507,56,17020,50
MD01-2420,22527,72,19555,60
MR06-04_PC04A,10716,86,10400,50
MR06-04_PC04A,11256,51,10800,45
MR06-04_PC04A,11480,78,10950,45
MR06-04_PC04A,13024,60,12200,60
MR06-04_PC04A,13903,56,13000,45
MR06-04_PC04A,18608,111,16600,95
MD02-2461,12589.968,200,11032,39
MD02-2461,13303.97925,200,12551,46
MD02-2461,15181.998,200,11950,43
MD02-2461,16546.88989,200,14530,58
MD02-2461,17520.48449,200,15118,64
MD02-2461,19426.82409,200,15518,63
MD02-2461,20254.04148,200,15174,60
MD02-2461,20938.998,200,17130,77
MD02-2461,21783.81415,200,18233,87
MD02-2461,23108.62184,200,18665,89
MD02-2461,24082.28684,200,19128,94
MD02-2461,24987.64916,200,20193,118
MD02-2461,25743.168,200,20931,129
EW0408-26JC,13550,200,12295,30
EW0408-26JC,13975,160.5,12855,40
EW0408-26JC,14267,143.625,13290,35
EW0408-26JC,14576,139.25,13195,30
EW0408-26JC,14735,142.375,13230,45
EW0408-26JC,15443.5,166,13840,40
EW0408-26JC,16772.5,206,15165,40
EW0408-26JC,11800,200,10330,40
EW0408-87JC,1529,11.5,1640,15
EW0408-87JC,8337,138.75,8520,20
EW0408-87JC,11393,98.5,10715,20
EW0408-87JC,11733,73.75,10975,30
EW0408-87JC,12142,60,11090,25
EW0408-87JC,12623,75.25,11695,30
EW0408-87JC,13288,73,12460,40
EW0408-87JC,14205,114.5,13170,40
EW0408-87JC,14571,140,13330,45
EW0408-87JC,15293,140.25,13830,30
EW0408-87JC,15811,109.75,14290,40
EW0408-87JC,16134,116.75,14560,70
EW0408-87JC,16297,130.5,14840,70
EW0408-87JC,16408,134.5,14930,60
EW0408-87JC,16969,186,15060,45
LPAZ21P,10892,193,15730,270
LPAZ21P,11451,256,14090,60
LPAZ21P,11574,249,15630,80
LPAZ21P,11577,257,14950,80
LPAZ21P,11962,298,15630,90
LPAZ21P,12229,254,15280,100
LPAZ21P,12723,209,16155,50
LPAZ21P,12992,128,16660,100
LPAZ21P,13577,166,17060,440
LPAZ21P,13578,166,17040,100
LPAZ21P,13694,156,15920,110
LPAZ21P,13941,265,17600,60
LPAZ21P,14539,253,17080,340
LPAZ21P,14558,255,16910,340
LPAZ21P,16356,240,17800,180
LPAZ21P,16358.5,235,17550,120
LPAZ21P,16746,203,16650,160
LPAZ21P,18493,132,16560,60
LPAZ21P,18496,134,17060,110
LPAZ21P,20728,164,19660,70
LPAZ21P,20917,197,19560,560
LPAZ21P,21645,231,20210,80
LPAZ21P,22026,204,20970,190
LPAZ21P,22030,204,20940,500
LPAZ21P,23046,250,21810,210
LPAZ21P,24423,219,22640,100
LPAZ21P,26702,174,24910,200
LPAZ21P,26706,177,25520,320
LPAZ21P,27725,130,27090,300
LPAZ21P,29461,176,26560,550
LPAZ21P,31069,72,29970,630
MD97-2106,25190,181.25,22040,70
MD97-2106,25999,192.625,23020,100
MD97-2106,26199,239.75,23080,100
MD97-2106,27464.5,245.375,23530,140
MD97-2106,28343,340.25,25880,130
MD97-2106,29272.5,261.5,26190,140
MD97-2106,29810.75,270.75,27020,160
MD97-2106,30133,284,26800,110
ML1208-01PC,5740.5,74.875,5715,15
ML1208-01PC,9595.5,150.625,9650,30
ML1208-01PC,17685.5,728.125,18000,250
VINO19-4-GGC37,2250,500,6780,20
VINO19-4-GGC37,4000,500,6660,20
VINO19-4-GGC37,4500,500,6620,20
VINO19-4-GGC37,6500,500,6830,20
VINO19-4-GGC37,8000,500,8025,20
VINO19-4-GGC37,9750,500,8495,25
VINO19-4-GGC37,9792,537.5,9310,25
VINO19-4-GGC37,10000,500,9380,25
VINO19-4-GGC37,10178,521.5,10115,25
VINO19-4-GGC37,10250,500,9365,30
VINO19-4-GGC37,10684,523.5,10170,25
VINO19-4-GGC37,11182,780,10640,25
VINO19-4-GGC37,11842,487.5,11125,35
VINO19-4-GGC37,12509,417.5,11810,30
VINO19-4-GGC37,12931,411,12015,30
VINO19-4-GGC37,13121,304,12205,30
VINO19-4-GGC37,13323,347.5,12385,35
VINO19-4-GGC37,13458,272.5,12675,30
VINO19-4-GGC37,13598,285.5,12725,35
VINO19-4-GGC37,13708,289.5,12900,30
VINO19-4-GGC37,13799,275.5,12890,30
VINO19-4-GGC37,13889,302.5,13055,30
VINO19-4-GGC37,13952,284,13010,30
VINO19-4-GGC37,14016,299,13165,35
VINO19-4-GGC37,14075,314.5,13085,40
VINO19-4-GGC37,14134,321.5,13195,30
VINO19-4-GGC37,14187,360,11260,30
VINO19-4-GGC37,14254,352.5,12920,40
VINO19-4-GGC37,14320,377,11280,35
VINO19-4-GGC37,14399,373,12140,160
VINO19-4-GGC37,14500,367,13270,90
VINO19-4-GGC37,14597,412.5,13270,110
VINO19-4-GGC37,15242,479.5,14300,35
VINO19-4-GGC37,15961,590.5,13715,45
VINO19-4-GGC37,16571,629.5,15020,45
VINO19-4-GGC37,17547,557,15525,40
VINO19-4-GGC37,18251,551,16680,100
VINO19-4-GGC37,18648,513,16670,40
VINO19-4-GGC37,18955,564.5,16970,60
HU72-021-3,19302,145,16750,120
HU72-021-7,13424,105,12100,95
KNR140-30GGC,13963,84,12550,65
KNR140-39GGC,14265,134,12750,75
KNR140-51GGC,11044,83,10100,55
KNR140-51GGC,11157,53,10200,55
KNR140-56GGC,10594,76,9810,55
KNR140-12JPC,10466,74,9720,50
PS75/104-1,7482,850,7763,110
PS75/104-1,15538,672,14073,134
PS75/104-1,17282,596,14592,134
PS75/104-1,18672,614,15678,138
PS2606-6,1576,103,2400,105
PS2606-6,1787,108,2450,114
PS2606-6,2362,79,3030,20
PS2606-6,3452.5,145,3919,112
PS2606-6,5120,83,5220,25
PS2606-6,5412,50,5350,25
PS2606-6,6474,118,6242,113
PS2606-6,7745,109,7488,114
PS2606-6,8610,148,8305,122
PS2606-6,9401,73,8940,30
PS2606-6,10878.5,96,10050,30
PS2606-6,11400,140,10495,120
PS2606-6,12058,122,10900,40
PS2606-6,12533.5,206,9565,125
PS2606-6,13230,183,12600,90
PS2606-6,13314,190,12192,143
PS2606-6,13697,298,11109,134
PS2606-6,14168.5,339,3118,107
PS2606-6,15339.5,97,13900,60
PS69/907-2,1951,295,2680,25
PS69/907-2,6979,179,6823,121
PS69/907-2,7403,152,7012,118
PS69/907-2,9248,204,8820,35
PS69/907-2,10788.5,447,10350,40
PS69/907-2,10995,474,8907,121
PS69/907-2,11203.5,204,10325,131
PS69/907-2,11557,169,10494,133
PS69/907-2,12292.5,202,11033,133
PS69/907-2,13423,136,12606,141
PS69/907-2,14120,255,13206,112
PS69/907-2,16864,291,14993,172
PS69/907-2,18095,187,16334,160
PS69/907-2,18606,224,16613,135
PS69/907-2,22597.5,228,19979,171
PS69/907-2,23426,375,20396,233
PS69/907-2,30121,402,27600,290
PS69/907-2,37545,1236,34100,1200
PS69/912-3,5407.5,38,5200,25
PS69/912-3,7563,43,7210,40
PS69/912-3,11135,177,10384,122
PS69/912-3,11891,195,10871,135
PS69/912-3,12432,162,10970,134
PS69/912-3,14745,254,13536,147
PS69/912-3,17281,172,15398,153
PS69/912-3,17856,168,16017,160
PS69/912-3,18469.5,188,16300,220
PS69/912-3,19420,159,17703,170
PS69/912-3,19793,179,17508,155
PS69/912-3,20676,405,17100,130
PS69/912-3,22051.5,241,19335,176
PS69/912-3,30054,339,27672,302
PS69/912-3,30928.5,336,28600,530
PS69/912-3,31641,520,28600,640
PS69/912-3,36970,1858,39800,5300
PS69/912-3,39890.5,1761,33500,2200
PS69/912-4,12870,80,11600,65
PS69/912-4,15717,250,14150,190
PS69/912-4,20157,1572,20379,307
PS69/912-4,21936,1804,19100,310
PS69/912-4,30621,1178,28300,950
PS69/912-4,45484,5068,41800,6500
TR163-31,19264,292,16700,260
TR163-31,25415,234,22030,250
TR163-31,25428,271,22060,280
TR163-31,27841,317,24510,320
PC75-1,3525.5,121,3947,29
PC75-1,17527,419,15371,319
PC75-1,26377,1310,22904,1221
PC75-2,3201,156,3670,20
PC75-2,7595.5,119,7505,25
PC75-2,9487,130,9160,40
PC75-2,13361,126,12255,50
PC75-2,16073,107,14175,45
PC75-2,19263,342,16880,250
MD07-3088,1526.5,58,2510,30
MD07-3088,3919,57,4475,30
MD07-3088,9140,78,9080,30
MD07-3088,10357,57,10050,35
MD07-3088,11331,57,10880,35
MD07-3088,12621,38,11765,35
MD07-3088,13655,50,12885,40
MD07-3088,14051,61,13185,45
MD07-3088,14400.5,64,13755,35
MD07-3088,14676.5,78,13840,45
MD07-3088,15246,66,14290,50
MD07-3088,15618,65,14560,50
MD07-3088,16103,84,14970,80
MD07-3088,16370,58,15145,50
MD07-3088,16676,65,15365,50
MD07-3088,17260,81,15540,70
MD07-3088,17723,64,16295,50
MD07-3088,17829,51,15990,50
MD07-3088,17908,81,15755,45
MD07-3088,18394.5,71,16320,45
MD07-3088,19894,123,17610,50
MD07-3088,1734,91,2510,30
MD07-3088,4096,98,4475,30
MD07-3088,11255,183,10880,35
MD07-3088,13853,112,12885,40
MD07-3088,14525,226,13755,35
RR0503-36JPC,25650,40,21770,70
RR0503-36JPC,25650,40,21770,70
RR0503-64JPC,13998,110,12720,45
RR0503-64JPC,17906,147,15020,60
RR0503-64JPC,17906,147,15245,40
RR0503-64JPC,13998,110,12720,45
RR0503-64JPC,17906,147,15020,60
RR0503-64JPC,17906,147,15245,40
RR0503-79JPC,13998,110,11895,35
RR0503-79JPC,13998,110,12810,35
RR0503-79JPC,25650,40,21250,60
RR0503-79JPC,25650,40,22140,60
RR0503-79JPC,13998,110,11895,35
RR0503-79JPC,13998,110,12810,35
RR0503-79JPC,25650,40,21250,60
RR0503-79JPC,25650,40,22140,60
RR0503-83GC,8009,69,7540,25
RR0503-83GC,8009,69,7750,30
RR0503-83GC,8009,69,8350,25
RR0503-83GC,8009,69,8200,30
RR0503-83GC,17906,147,15580,45
RR0503-83GC,17906,147,15515,40
RR0503-83GC,17906,147,15835,40
RR0503-83GC,17906,147,15965,40
RR0503-83GC,8009,69,7540,25
RR0503-83GC,8009,69,7750,30
RR0503-83GC,8009,69,8350,25
RR0503-83GC,8009,69,8200,30
RR0503-83GC,17906,147,15580,45
RR0503-83GC,17906,147,15515,40
RR0503-83GC,17906,147,15835,40
RR0503-83GC,17906,147,15965,40
S794,25650,40,19450,70
S794,25650,40,22020,80
S794,25650,40,19450,70
S794,25650,40,22020,80
S931,25650,40,20430,70
S931,25650,40,22200,80
S931,25650,40,20430,70
S931,25650,40,22200,80
S938,25650,40,21640,80
S938,25650,40,21640,80
MD07-3076,8130.75,266.328125,8390,40
MD07-3076,8381.66531,200,8672.5,150
MD07-3076,8974.75,452.440625,9070,50
MD07-3076,8974.75,452.440625,9510,50
MD07-3076,8974.75,452.440625,9520,40
MD07-3076,9619.75,555.725,9560,40
MD07-3076,10279.25,549.596875,9790,50
MD07-3076,10279.25,549.596875,10060,50
MD07-3076,10608.75,511.446875,10300,45
MD07-3076,11390,290.578125,10470,50
MD07-3076,11390,290.578125,10570,60
MD07-3076,11390,290.578125,10670,50
MD07-3076,11706.1041,200,10635,150
MD07-3076,11795.25,184.284375,10600,50
MD07-3076,11795.25,184.284375,10730,50
MD07-3076,11996.75,184.159375,10790,50
MD07-3076,11996.75,184.159375,10820,50
MD07-3076,12288,179.659375,11400,50
MD07-3076,12944.5,176.328125,11835,50
MD07-3076,13272.5,188.78125,12760,60
MD07-3076,13330,200,12835,150
MD07-3076,14156,197.065625,13360,60
MD07-3076,14561.5,149.14375,13300,60
MD07-3076,14701.25,151.9,13430,60
MD07-3076,14747.01849,200,13452.5,150
MD07-3076,15003.5,155.825,13520,110
MD07-3076,15350.25,164.55625,13260,60
MD07-3076,15350.25,164.55625,13380,60
MD07-3076,15350.25,164.55625,13380,70
MD07-3076,15350.25,164.55625,13440,60
MD07-3076,15350.25,164.55625,13450,60
MD07-3076,16596.25,404.04375,15360,60
MD07-3076,16596.25,404.04375,15360,70
MD07-3076,16596.25,404.04375,15560,80
MD07-3076,17089.5,405.21875,15650,180
MD07-3076,17875.25,245.565625,16510,210
MD07-3076,18246.5,197.2125,16697.77836,49.793063
MD07-3076,18453,189.090625,17030,200
MD07-3076,18456.11132,200,16698,150
MD07-3076,18647.5,184.30625,17400,120
MD07-3076,19245.25,177.64375,18220,100
MD07-3076,19727.75,196.403125,18070,130
MD07-3076,20573.25,231.18125,19060,130
MD07-3076,22746,264.16875,20580,130
MD07-3076,24271.70731,200,21346.66667,150
MD07-3076,1143.75,340.69375,2230,30
MD07-3076,1918.5,673.678125,2362.015656,35
MD07-3076,3567.25,1039.575,3725.360525,36.861007
MD07-3076,4621,1062.084375,4905,35
MD07-3076,6279,972.8875,6506.346943,37.395044
MD07-3076,6903.75,757.603125,6731.742998,35.819984
MD07-3076,8130.75,266.328125,8390,40
MD07-3076,8974.75,452.440625,9366.66667,46.66667
MD07-3076,10279.25,549.596875,9925,70.710678
MD07-3076,10608.75,511.446875,10300,45
MD07-3076,11390,290.578125,10570,53.33333
MD07-3076,11795.25,184.284375,10665,70.710678
MD07-3076,11996.75,184.159375,10805,70.710678
MD07-3076,12288,179.659375,11400,50
MD07-3076,12944.5,176.328125,11835,50
MD07-3076,13272.5,188.78125,12760,60
MD07-3076,14156,197.065625,13360,60
MD07-3076,14156,197.065625,13360,60
MD07-3076,14561.5,149.14375,13300,60
MD07-3076,14701.25,151.9,13430,60
MD07-3076,15003.5,155.825,13520,110
MD07-3076,15350.25,164.55625,13382,62
MD07-3076,16596.25,404.04375,15426.66667,70
MD07-3076,17089.5,405.21875,15650,180
MD07-3076,17875.25,245.565625,16510,210
MD07-3076,18246.5,197.2125,16698,50
MD07-3076,18453,189.090625,17030,200
MD07-3076,18647.5,184.30625,17400,120
MD07-3076,19245.25,177.64375,18220,100
MD07-3076,19727.75,196.403125,18070,130
MD07-3076,20573.25,231.18125,19060,130
MD07-3076,22746,264.16875,20580,130
MD07-3076,24660.75,349.803125,21730,100
MD97-2121,1718,10,2331,40
MD97-2121,7027,170,6884,30
MD97-2121,9906,246,8812,36
MD97-2121,11195,51,10552,38
MD97-2121,14324,254,12839,45
MD97-2121,17845,380,15986,56
MD97-2121,25358,162,22322,85
MD97-2121,7027,170,6884,30
MD97-2121,9906,246,8812,36
MD97-2121,11195,51,10552,38
MD97-2121,14324,254,12839,45
MD97-2121,17845,380,15986,56
MD97-2121,25358,162,22322,85
CD38-17P,18727,93,17124,98
CD38-17P,19924,149,18148,115
CHAT-10K,22359,149,20440,140
CHAT-16K,17842,60,16550,50
CHAT-3K,18588,96,17235,77
CHAT-3K,20358,71,18765,65
CHAT-5K,19036,121,17688,107
CHAT-5K,19424,77,18005,65
GeoB2104-3,18592,95,16911,76
GeoB2104-3,18718,64,17046,77
GeoB2104-3,20133,126,18249,107
GeoB2104-3,21212,161,19148,117
MD08-3169,18047,78,16371,78
MD08-3169,18851,88,17148,89
MD08-3169,18871,86,17171,85
MD08-3169,20956,88,18920,70
MD97-2121,18870.58413,200,16501,85
MD97-2121,20468.5873,200,18197,72
MD97-2121,21160.26032,200,18691,71
MD97-2121,22352.8,200,19650,75
MD98-2165,18307,102,16675,90
MD98-2165,18513,92,16864,77
MD98-2165,19492,106,17747,82
MD98-2165,21161,112,19126,86
SK129-CR2,20774,96,18723,83
TR163-22,18773,68,17167,77
TR163-22,20326,124,18468,108
TR163-22,21848,103,19665,85
TR163-31,17525,85,17240,60
TR163-31,20088,106,19460,90
MD04-2829CQ,1300,200,1790,150
MD04-2829CQ,10900,200,9794,150
MD04-2829CQ,11620,200,10964.66667,150
MD04-2829CQ,13200,200,11574,150
MD04-2829CQ,14540,200,12686,150
MD04-2829CQ,15400,200,14468.4,150
MD04-2829CQ,17820,200,16559.42857,150
17/1GCA,499,125,1058,26
17/1GCA,9366,133,8879,53
17/1GCA,10159,90,9481,57
17/1GCA,11331,78,10375,51
17/1GCA,11467,88,10397,52
17/1GCA,12063,99,10870,56
17/1GCA,12208,88,10893,60
17/1GCA,12810.5,73,11497,68
17/1GCA,13071,88,11716,68
17/1GCA,13804,134,12424,80
17/1GCA,14948,130,13135,79
17/1GCA,15146,104,13272,84
17/1GCA,15818,106,13817,62
17/1GCA,16491.5,97,14309,76
17/1GCA,16752,112,14501,63
17/1GCA,18332,133,15818,106
17/1GCA,18602,136,16125,110
17/1GCA,19376,167,16783,86
17/1GCA,22684,212,19658,136
GS07-150-20/2A,13187,49,11872,52
GS07-150-20/2A,14763,93,13000,50
GS07-150-20/2A,15188,73,13320,58
GS07-150-20/2A,16938,71,14668,64
MD09-3256,4415,361,4430,43
MD09-3256,10872,272,10005,49
MD09-3256,12347,158,11037,63
MD09-3256,12680,191,11287,58
MD09-3256,14477,270,12892,75
MD09-3256,15660.5,186,13687,100
MD09-3256,16419,179,14251,78
MD09-3256,17572,193,15176,81
MD09-3256,18269.5,148,15878,120
MD09-3256,18703.5,164,16159,65
MD09-3256,20143,326,17385,105
MD09-3256,21475,344,18544,159
MD09-3256,23921,363,20733,151
MD09-3257,595,210,1181,25
MD09-3257,7348,223,7046,43
MD09-3257,10845.5,132,9994,50
MD09-3257,11638,98,10532,51
MD09-3257,12495,79,11143,54
MD09-3257,12675.5,66,11292,56
MD09-3257,13302,94,11986,58
MD09-3257,14048,118,12615,60
MD09-3257,14598,123,12905,58
MD09-3257,15370,103,13490,69
MD09-3257,15754,113,13705,74
MD09-3257,16952.5,113,14692,77
MD09-3257,17566.5,130,15151,85
MD09-3257,18754,119,16252,87
MD09-3257,19215,143,16675,90
MD99-2334,315.03183,214.1972,761.63636,38.363913
MD99-2334,1649.88205,372.695,1624.41739,37.880756
MD99-2334,3410.34589,211.310695,3557.53333,38
MD99-2334,8671.97423,633.569455,8195.225,37.26413
MD99-2334,11752.63309,382.14392,10397.44,41.784922
MD99-2334,12058.93939,238.155255,10656.37143,39.258503
MD99-2334,12340.54918,194.278455,10812.34286,50
MD99-2334,12563.62471,161.50423,10904,50
MD99-2334,12735.45455,120.5,11030,50
MD99-2334,12911.80354,278.875,11181.47826,50
MD99-2334,13824.91667,643.270835,12542.91304,50
MD99-2334,14028.74838,598.76745,12684.56522,110
MD99-2334,14815.46338,126.693485,13231.33333,41.335871
MD99-2334,15022.60714,136.165625,13890,130
MD99-2334,15318.37946,132.359765,13919.11111,162.788206
MD99-2334,15799.45205,199.59281,14227.688,42.965047
MD99-2334,17391.63426,233.70726,15145.61111,43.785161
MD99-2334,17833.40813,220.02643,15533.8,47.546193
MD99-2334,18602.59807,221.831175,16252.81818,46.890391
MD99-2334,20051.63267,261.36469,17533.61,49.257052
MD99-2334,21290.82004,213.208655,18541.925,52.550559
MD99-2334,21705.84783,299.55104,19068.15,150
MD99-2334,24021.70596,525.53103,21023.1875,190
MD99-2334,24759.36656,604.52128,21599.75,180
MD99-2334,25569.76859,510.32514,22523.41667,220
MD99-2334,26889.80729,675.29245,23812.5,220
MD99-2334,27523.88217,478.625565,24426.6,220
MD99-2334,30044.57116,473.532355,26740,200
MD99-2334,30911.17008,493.9382,27173.25,310
MD99-2334,212.12069,214.1972,761.63636,38.363913
MD99-2334,1010.6,372.695,1624.41739,37.880756
MD99-2334,3215.85241,211.310695,3557.53333,38
MD99-2334,8559.63478,633.569455,8195.225,37.26413
MD99-2334,11266.73423,382.14392,10397.44,41.784922
MD99-2334,11855.79348,238.155255,10656.37143,39.258503
MD99-2334,12187.00418,194.278455,10812.34286,50
MD99-2334,12449.98718,161.50423,10904,50
MD99-2334,12592,120.5,11030,50
MD99-2334,12762,278.875,11181.47826,50
MD99-2334,14212.66667,643.270835,12542.91304,50
MD99-2334,14364.92857,598.76745,12684.56522,110
MD99-2334,15042.68856,126.693485,13231.33333,41.335871
MD99-2334,15341,136.165625,13890,130
MD99-2334,15531.07813,132.359765,13919.11111,162.788206
MD99-2334,15813.13699,199.59281,14227.688,42.965047
MD99-2334,17263.59018,233.70726,15145.61111,43.785161
MD99-2334,17886.88372,220.02643,15533.8,47.546193
MD99-2334,18808.10462,221.831175,16252.81818,46.890391
MD99-2334,20435.23729,261.36469,17533.61,49.257052
MD99-2334,21693.28416,213.208655,18541.925,52.550559
MD99-2334,22227.79167,299.55104,19068.15,150
MD99-2334,24236.02994,525.53103,21023.1875,190
MD99-2334,25223.37342,604.52128,21599.75,180
MD99-2334,25952.39636,510.32514,22523.41667,220
MD99-2334,27171.75,675.29245,23812.5,220
MD99-2334,27718.2541,478.625565,24426.6,220
MD99-2334,30167.34118,473.532355,26740,200
MD99-2334,30928.53514,493.9382,27173.25,310
SHAK03-6K,292,252.5875,815,27
SHAK03-6K,3621.5,563.453125,3787,30
SHAK03-6K,7953,489.190625,7483,40
SHAK03-6K,11948.625,478.9875,10692,65
SHAK03-6K,13234.75,269.85,11604,48
SHAK03-6K,14511.875,274.98125,12724,109
SHAK03-6K,15148.5,111.53125,13357,53
SHAK03-6K,15556.25,97.775,13961,50
SHAK03-6K,16131.25,182.3125,14564.5,99.764723
SHAK03-6K,17675,271.19375,15349,64
SHAK03-6K,18145.625,293.021875,15683,71
SHAK03-6K,19788.5,374.01875,17169,86
SHAK03-6K,22765,417.2375,19589,144
SHAK03-6K,31703,486.05,28392,433.497405
SHAK03-6K,34248.375,685.7875,30628,438
SHAK03-6K,292,252.5875,815,27
SHAK03-6K,3621.5,563.453125,3787,30
SHAK03-6K,7953,489.190625,7483,40
SHAK03-6K,11948.625,478.9875,10692,65
SHAK03-6K,13234.75,269.85,11604,48
SHAK03-6K,14511.875,274.98125,12724,109
SHAK03-6K,15148.5,111.53125,13357,53
SHAK03-6K,15556.25,97.775,13961,50
SHAK03-6K,16131.25,182.3125,14564.5,99.764723
SHAK03-6K,17675,271.19375,15349,64
SHAK03-6K,18145.625,293.021875,15683,71
SHAK03-6K,19788.5,374.01875,17169,86
SHAK03-6K,22765,417.2375,19589,144
SHAK03-6K,31703,486.05,28392,433.497405
SHAK03-6K,34248.375,685.7875,30628,438
SHAK05-3K,3702.75,636.74375,3861,40
SHAK05-3K,7392.125,504.9125,6849,36
SHAK05-3K,10739.5,648.825,9606,52
SHAK05-3K,12571.5,544.090625,11024,56
SHAK05-3K,13006.5,237.521875,11392,46
SHAK05-3K,13916.375,185.028125,12226,50
SHAK05-3K,15873,308.5125,14117,62
SHAK05-3K,16874.75,501.309375,14930,62
SHAK05-3K,18752.125,395.184375,16194,79
SHAK05-3K,19878.25,234.8,17144,91
SHAK05-3K,22746.875,335.859375,19536,136
SHAK05-3K,3702.75,636.74375,3861,40
SHAK05-3K,7392.125,504.9125,6849,36
SHAK05-3K,10739.5,648.825,9606,52
SHAK05-3K,12571.5,544.090625,11024,56
SHAK05-3K,13006.5,237.521875,11392,46
SHAK05-3K,13916.375,185.028125,12226,50
SHAK05-3K,15873,308.5125,14117,62
SHAK05-3K,16874.75,501.309375,14930,62
SHAK05-3K,18752.125,395.184375,16194,79
SHAK05-3K,19878.25,234.8,17144,91
SHAK05-3K,22746.875,335.859375,19536,136
SHAK06-4K,20329.06,200,17508,97
SHAK06-4K,22185.35375,200,18950,106
SHAK06-4K,20329.06,200,17508,97
SHAK06-4K,22185.35375,200,18950,106
SHAK10-10K,574,86.765625,1110,36
SHAK10-10K,1073.75,118.76875,1700,20
SHAK10-10K,1692.875,276.846875,2287,47
SHAK10-10K,6249.625,829.621875,5714,47
SHAK10-10K,8934.375,314.665625,8420,32
SHAK10-10K,11370.5,319.05,10102,27
SHAK10-10K,12566,386.634375,10973,33
SHAK10-10K,14964.875,198.1875,13062,52
SHAK10-10K,15995.125,150.44375,14456,55
SHAK10-10K,16403.5,205.690625,14750,58
SHAK10-10K,17195.75,334.69375,15096,65
SHAK10-10K,574,86.765625,1110,36
SHAK10-10K,1073.75,118.76875,1700,20
SHAK10-10K,1692.875,276.846875,2287,47
SHAK10-10K,6249.625,829.621875,5714,47
SHAK10-10K,8934.375,314.665625,8420,32
SHAK10-10K,11370.5,319.05,10102,27
SHAK10-10K,12566,386.634375,10973,33
